student,slot 1,slot 2,slot 3
1,Slot 53,Slot 65,
2,Slot 47,Slot 51,Slot 53
3,Slot 16,Slot 30,Slot 45
4,Slot 22,Slot 41,Slot 52
5,Slot 12,Slot 25,Slot 57
6,Slot 11,Slot 21,Slot 44
7,Slot 26,Slot 43,Slot 65
8,Slot 28,Slot 38,Slot 64
9,Slot 36,Slot 66,
10,Slot 56,Slot 59,
11,Slot 31,Slot 32,Slot 62
12,Slot 14,Slot 67,
13,Slot 9,Slot 60,Slot 62
14,Slot 9,Slot 43,Slot 54
15,Slot 20,Slot 40,Slot 52
16,Slot 19,Slot 55,Slot 56
17,Slot 4,Slot 15,Slot 45
18,Slot 18,Slot 31,Slot 42
19,Slot 22,Slot 33,Slot 66
20,Slot 3,Slot 24,Slot 44
21,Slot 8,Slot 17,Slot 51
22,Slot 6,Slot 7,Slot 46
23,Slot 49,Slot 58,Slot 61
24,Slot 35,Slot 48,
25,Slot 13,Slot 14,Slot 38
26,Slot 16,Slot 32,Slot 60
27,Slot 20,Slot 23,
28,Slot 12,Slot 29,Slot 39
29,Slot 21,Slot 27,
30,Slot 24,Slot 26,Slot 59
31,Slot 25,Slot 37,
32,Slot 4,Slot 40,Slot 48
33,Slot 10,Slot 49,
34,Slot 1,Slot 34,
35,Slot 2,Slot 36,
36,Slot 6,Slot 37,Slot 58
37,Slot 10,Slot 15,
38,Slot 27,Slot 47,
39,Slot 5,Slot 30,
40,Slot 8,Slot 46,Slot 55
41,Slot 19,Slot 41,Slot 42
42,Slot 18,Slot 61,Slot 63
43,Slot 2,Slot 28,Slot 50
44,Slot 3,Slot 34,Slot 63
45,Slot 29,Slot 39,Slot 57
46,Slot 17,Slot 23,
47,Slot 1,Slot 7,Slot 33
48,Slot 5,Slot 11,Slot 67
49,Slot 13,Slot 64,
50,Slot 35,Slot 50,Slot 54
