student,slot 1,slot 2,slot 3
1,Slot 27,Slot 31,
2,Slot 5,Slot 38,Slot 49
3,Slot 9,Slot 41,Slot 45
4,Slot 23,Slot 60,
5,Slot 1,Slot 13,Slot 51
6,Slot 18,Slot 33,Slot 43
7,Slot 5,Slot 21,Slot 24
8,Slot 29,Slot 34,Slot 53
9,Slot 3,Slot 34,Slot 61
10,Slot 45,Slot 55,
11,Slot 15,Slot 57,Slot 64
12,Slot 8,Slot 31,Slot 55
13,Slot 61,Slot 62,Slot 63
14,Slot 35,Slot 52,Slot 59
15,Slot 35,Slot 36,
16,Slot 32,Slot 46,Slot 56
17,Slot 24,Slot 37,Slot 51
18,Slot 36,Slot 37,Slot 42
19,Slot 39,Slot 40,
20,Slot 21,Slot 38,Slot 43
21,Slot 6,Slot 19,
22,Slot 7,Slot 14,Slot 46
23,Slot 6,Slot 50,
24,Slot 3,Slot 10,Slot 66
25,Slot 12,Slot 16,Slot 63
26,Slot 28,Slot 40,Slot 47
27,Slot 17,Slot 20,
28,Slot 18,Slot 33,Slot 67
29,Slot 8,Slot 26,
30,Slot 25,Slot 27,
31,Slot 22,Slot 32,
32,Slot 4,Slot 30,Slot 58
33,Slot 25,Slot 50,
34,Slot 7,Slot 41,Slot 67
35,Slot 15,Slot 23,Slot 66
36,Slot 42,Slot 58,Slot 59
37,Slot 11,Slot 14,
38,Slot 17,Slot 48,
39,Slot 20,Slot 49,
40,Slot 19,Slot 44,Slot 52
41,Slot 4,Slot 12,Slot 54
42,Slot 2,Slot 62,Slot 64
43,Slot 22,Slot 26,Slot 60
44,Slot 29,Slot 39,Slot 53
45,Slot 2,Slot 47,Slot 57
46,Slot 13,Slot 28,Slot 65
47,Slot 11,Slot 56,Slot 65
48,Slot 9,Slot 48,
49,Slot 1,Slot 10,Slot 54
50,Slot 16,Slot 30,Slot 44
