student,slot 1,slot 2,slot 3
1,Slot 44,Slot 46,
2,Slot 2,Slot 37,Slot 40
3,Slot 23,Slot 33,
4,Slot 7,Slot 17,Slot 43
5,Slot 13,Slot 38,Slot 63
6,Slot 19,Slot 34,Slot 48
7,Slot 6,Slot 25,Slot 51
8,Slot 3,Slot 28,Slot 42
9,Slot 3,Slot 35,
10,Slot 60,Slot 64,
11,Slot 21,Slot 29,Slot 55
12,Slot 30,Slot 58,
13,Slot 39,Slot 47,Slot 62
14,Slot 5,Slot 46,Slot 53
15,Slot 26,Slot 53,
16,Slot 27,Slot 44,Slot 61
17,Slot 6,Slot 28,Slot 31
18,Slot 32,Slot 54,Slot 60
19,Slot 11,Slot 32,
20,Slot 12,Slot 54,Slot 65
21,Slot 1,Slot 42,Slot 59
22,Slot 5,Slot 62,Slot 66
23,Slot 4,Slot 39,Slot 59
24,Slot 18,Slot 45,Slot 57
25,Slot 4,Slot 14,Slot 18
26,Slot 9,Slot 15,Slot 50
27,Slot 9,Slot 40,Slot 67
28,Slot 8,Slot 22,Slot 33
29,Slot 19,Slot 56,Slot 67
30,Slot 21,Slot 45,
31,Slot 7,Slot 20,Slot 55
32,Slot 23,Slot 43,Slot 66
33,Slot 11,Slot 24,
34,Slot 14,Slot 63,
35,Slot 16,Slot 25,Slot 35
36,Slot 36,Slot 41,Slot 61
37,Slot 13,Slot 48,Slot 56
38,Slot 31,Slot 51,
39,Slot 2,Slot 16,
40,Slot 20,Slot 49,Slot 58
41,Slot 22,Slot 29,Slot 52
42,Slot 49,Slot 64,
43,Slot 26,Slot 36,Slot 50
44,Slot 1,Slot 27,Slot 38
45,Slot 12,Slot 24,Slot 47
46,Slot 8,Slot 10,Slot 17
47,Slot 34,Slot 52,
48,Slot 37,Slot 41,
49,Slot 10,Slot 30,
50,Slot 15,Slot 57,Slot 65
