student,slot 1,slot 2,slot 3
1,Slot 1,Slot 14,
2,Slot 4,Slot 41,Slot 43
3,Slot 16,Slot 41,Slot 64
4,Slot 20,Slot 67,
5,Slot 10,Slot 30,Slot 49
6,Slot 25,Slot 31,Slot 40
7,Slot 24,Slot 28,Slot 46
8,Slot 26,Slot 28,Slot 54
9,Slot 27,Slot 33,Slot 65
10,Slot 15,Slot 25,Slot 53
11,Slot 27,Slot 52,Slot 58
12,Slot 3,Slot 52,Slot 66
13,Slot 57,Slot 61,Slot 62
14,Slot 29,Slot 50,Slot 55
15,Slot 3,Slot 29,
16,Slot 34,Slot 47,Slot 55
17,Slot 26,Slot 30,Slot 51
18,Slot 37,Slot 39,Slot 42
19,Slot 8,Slot 37,Slot 39
20,Slot 4,Slot 17,Slot 31
21,Slot 9,Slot 11,
22,Slot 6,Slot 11,Slot 47
23,Slot 46,Slot 49,
24,Slot 13,Slot 32,
25,Slot 15,Slot 44,Slot 51
26,Slot 2,Slot 22,Slot 54
27,Slot 12,Slot 33,
28,Slot 7,Slot 21,
29,Slot 9,Slot 20,
30,Slot 18,Slot 19,Slot 48
31,Slot 6,Slot 32,
32,Slot 36,Slot 43,Slot 63
33,Slot 19,Slot 50,
34,Slot 7,Slot 35,
35,Slot 22,Slot 35,
36,Slot 38,Slot 59,Slot 60
37,Slot 13,Slot 66,
38,Slot 5,Slot 18,Slot 65
39,Slot 17,Slot 53,
40,Slot 38,Slot 40,Slot 58
41,Slot 23,Slot 42,Slot 48
42,Slot 60,Slot 61,Slot 62
43,Slot 21,Slot 24,Slot 56
44,Slot 23,Slot 36,Slot 56
45,Slot 2,Slot 57,Slot 64
46,Slot 8,Slot 10,Slot 12
47,Slot 16,Slot 63,Slot 67
48,Slot 5,Slot 45,
49,Slot 1,Slot 14,Slot 59
50,Slot 34,Slot 44,Slot 45
