student,slot 1,slot 2,slot 3
1,Slot 30,Slot 39,
2,Slot 43,Slot 48,Slot 50
3,Slot 10,Slot 41,Slot 66
4,Slot 19,Slot 21,
5,Slot 21,Slot 33,Slot 58
6,Slot 17,Slot 37,Slot 44
7,Slot 25,Slot 38,Slot 63
8,Slot 25,Slot 26,Slot 51
9,Slot 6,Slot 7,Slot 35
10,Slot 9,Slot 31,Slot 55
11,Slot 59,Slot 62,
12,Slot 16,Slot 31,Slot 67
13,Slot 29,Slot 57,Slot 60
14,Slot 15,Slot 36,Slot 55
15,Slot 32,Slot 39,
16,Slot 51,Slot 52,Slot 53
17,Slot 12,Slot 53,Slot 54
18,Slot 27,Slot 32,Slot 44
19,Slot 36,Slot 38,
20,Slot 27,Slot 28,Slot 47
21,Slot 2,Slot 11,
22,Slot 15,Slot 50,Slot 65
23,Slot 42,Slot 54,Slot 64
24,Slot 10,Slot 34,
25,Slot 12,Slot 13,Slot 49
26,Slot 3,Slot 42,Slot 56
27,Slot 14,Slot 18,
28,Slot 9,Slot 22,
29,Slot 20,Slot 26,
30,Slot 20,Slot 40,Slot 52
31,Slot 8,Slot 18,Slot 35
32,Slot 4,Slot 5,Slot 61
33,Slot 5,Slot 23,
34,Slot 7,Slot 66,
35,Slot 3,Slot 8,Slot 24
36,Slot 40,Slot 58,Slot 61
37,Slot 6,Slot 11,
38,Slot 13,Slot 46,
39,Slot 17,Slot 49,
40,Slot 37,Slot 47,Slot 56
41,Slot 2,Slot 4,Slot 43
42,Slot 19,Slot 60,Slot 63
43,Slot 22,Slot 23,Slot 48
44,Slot 30,Slot 59,Slot 64
45,Slot 24,Slot 33,Slot 45
46,Slot 1,Slot 14,Slot 65
47,Slot 16,Slot 62,Slot 67
48,Slot 28,Slot 45,
49,Slot 1,Slot 34,Slot 57
50,Slot 29,Slot 41,Slot 46
