student,slot 1,slot 2,slot 3
1,Slot 53,Slot 65,
2,Slot 43,Slot 49,Slot 50
3,Slot 9,Slot 41,Slot 44
4,Slot 25,Slot 60,
5,Slot 20,Slot 58,Slot 61
6,Slot 21,Slot 35,Slot 43
7,Slot 3,Slot 30,Slot 39
8,Slot 32,Slot 54,Slot 66
9,Slot 31,Slot 35,
10,Slot 12,Slot 45,
11,Slot 14,Slot 29,Slot 56
12,Slot 18,Slot 34,Slot 61
13,Slot 20,Slot 63,Slot 65
14,Slot 17,Slot 38,Slot 60
15,Slot 34,Slot 36,Slot 49
16,Slot 45,Slot 46,Slot 59
17,Slot 10,Slot 31,Slot 54
18,Slot 33,Slot 37,Slot 42
19,Slot 37,Slot 39,
20,Slot 14,Slot 22,Slot 44
21,Slot 2,Slot 6,Slot 64
22,Slot 13,Slot 46,Slot 66
23,Slot 5,Slot 47,Slot 57
24,Slot 28,Slot 51,Slot 64
25,Slot 12,Slot 16,Slot 50
26,Slot 4,Slot 28,Slot 56
27,Slot 18,Slot 22,
28,Slot 19,Slot 25,
29,Slot 8,Slot 26,
30,Slot 1,Slot 27,
31,Slot 7,Slot 29,Slot 32
32,Slot 33,Slot 40,Slot 63
33,Slot 3,Slot 52,
34,Slot 41,Slot 67,
35,Slot 21,Slot 23,
36,Slot 6,Slot 42,Slot 59
37,Slot 11,Slot 15,
38,Slot 5,Slot 30,
39,Slot 8,Slot 51,
40,Slot 19,Slot 48,Slot 55
41,Slot 4,Slot 17,Slot 47
42,Slot 2,Slot 7,Slot 62
43,Slot 24,Slot 26,Slot 53
44,Slot 27,Slot 40,Slot 57
45,Slot 23,Slot 24,Slot 38
46,Slot 13,Slot 15,
47,Slot 11,Slot 62,Slot 67
48,Slot 9,Slot 52,Slot 55
49,Slot 1,Slot 10,Slot 58
50,Slot 16,Slot 36,Slot 48
