student,slot 1,slot 2,slot 3
1,Slot 30,Slot 60,
2,Slot 39,Slot 42,Slot 48
3,Slot 4,Slot 9,Slot 17
4,Slot 2,Slot 20,
5,Slot 12,Slot 26,Slot 50
6,Slot 13,Slot 38,Slot 40
7,Slot 16,Slot 27,Slot 54
8,Slot 23,Slot 29,Slot 53
9,Slot 29,Slot 32,Slot 64
10,Slot 3,Slot 59,
11,Slot 28,Slot 53,Slot 62
12,Slot 12,Slot 57,Slot 67
13,Slot 59,Slot 60,Slot 61
14,Slot 3,Slot 5,Slot 51
15,Slot 31,Slot 33,
16,Slot 5,Slot 28,Slot 50
17,Slot 24,Slot 31,Slot 51
18,Slot 33,Slot 38,Slot 43
19,Slot 8,Slot 39,Slot 41
20,Slot 19,Slot 40,Slot 45
21,Slot 14,Slot 67,
22,Slot 10,Slot 44,Slot 65
23,Slot 49,Slot 54,
24,Slot 11,Slot 35,Slot 64
25,Slot 13,Slot 15,Slot 58
26,Slot 4,Slot 22,Slot 47
27,Slot 15,Slot 18,
28,Slot 18,Slot 66,
29,Slot 7,Slot 27,
30,Slot 21,Slot 22,
31,Slot 16,Slot 30,
32,Slot 34,Slot 44,Slot 63
33,Slot 23,Slot 48,
34,Slot 26,Slot 63,Slot 66
35,Slot 2,Slot 9,Slot 20
36,Slot 6,Slot 42,Slot 58
37,Slot 1,Slot 11,
38,Slot 14,Slot 46,
39,Slot 17,Slot 49,
40,Slot 36,Slot 46,Slot 52
41,Slot 24,Slot 37,Slot 56
42,Slot 6,Slot 25,Slot 61
43,Slot 25,Slot 34,Slot 57
44,Slot 32,Slot 41,Slot 56
45,Slot 21,Slot 45,Slot 55
46,Slot 8,Slot 10,Slot 65
47,Slot 7,Slot 35,Slot 62
48,Slot 47,Slot 52,
49,Slot 1,Slot 37,Slot 55
50,Slot 19,Slot 36,Slot 43
