student,slot 1,slot 2,slot 3
1,Slot 32,Slot 62,
2,Slot 39,Slot 43,Slot 49
3,Slot 10,Slot 39,Slot 66
4,Slot 16,Slot 23,Slot 43
5,Slot 11,Slot 45,Slot 59
6,Slot 14,Slot 15,Slot 49
7,Slot 25,Slot 28,Slot 44
8,Slot 4,Slot 31,Slot 33
9,Slot 37,Slot 40,
10,Slot 19,Slot 26,
11,Slot 26,Slot 63,
12,Slot 8,Slot 31,Slot 61
13,Slot 6,Slot 7,Slot 66
14,Slot 24,Slot 42,Slot 55
15,Slot 25,Slot 36,Slot 55
16,Slot 6,Slot 9,Slot 52
17,Slot 19,Slot 54,Slot 61
18,Slot 36,Slot 47,Slot 48
19,Slot 37,Slot 51,
20,Slot 2,Slot 5,Slot 20
21,Slot 7,Slot 17,Slot 57
22,Slot 5,Slot 12,Slot 60
23,Slot 46,Slot 51,Slot 64
24,Slot 17,Slot 33,
25,Slot 2,Slot 15,Slot 42
26,Slot 22,Slot 24,Slot 54
27,Slot 21,Slot 28,Slot 67
28,Slot 20,Slot 29,
29,Slot 41,Slot 64,
30,Slot 13,Slot 30,Slot 58
31,Slot 27,Slot 63,Slot 65
32,Slot 4,Slot 35,Slot 38
33,Slot 10,Slot 48,
34,Slot 8,Slot 65,
35,Slot 23,Slot 27,
36,Slot 45,Slot 56,Slot 57
37,Slot 13,Slot 14,
38,Slot 38,Slot 56,
39,Slot 40,Slot 50,
40,Slot 3,Slot 47,Slot 58
41,Slot 1,Slot 32,Slot 44
42,Slot 29,Slot 52,Slot 62
43,Slot 9,Slot 30,Slot 46
44,Slot 34,Slot 35,Slot 60
45,Slot 12,Slot 16,Slot 41
46,Slot 18,Slot 21,Slot 67
47,Slot 22,Slot 53,Slot 59
48,Slot 34,Slot 50,
49,Slot 1,Slot 3,
50,Slot 11,Slot 18,Slot 53
