student,slot 1,slot 2,slot 3
1,Slot 21,Slot 30,
2,Slot 4,Slot 33,Slot 35
3,Slot 7,Slot 10,Slot 37
4,Slot 16,Slot 22,Slot 53
5,Slot 13,Slot 48,Slot 61
6,Slot 6,Slot 19,Slot 49
7,Slot 26,Slot 28,Slot 42
8,Slot 3,Slot 38,Slot 57
9,Slot 3,Slot 36,
10,Slot 29,Slot 54,
11,Slot 25,Slot 58,Slot 67
12,Slot 39,Slot 59,Slot 66
13,Slot 51,Slot 52,Slot 63
14,Slot 31,Slot 44,Slot 46
15,Slot 15,Slot 32,
16,Slot 5,Slot 41,Slot 62
17,Slot 16,Slot 31,Slot 60
18,Slot 11,Slot 32,Slot 43
19,Slot 34,Slot 65,
20,Slot 17,Slot 38,Slot 53
21,Slot 12,Slot 51,Slot 64
22,Slot 56,Slot 57,Slot 59
23,Slot 45,Slot 47,Slot 49
24,Slot 14,Slot 29,
25,Slot 4,Slot 15,Slot 18
26,Slot 9,Slot 20,Slot 58
27,Slot 8,Slot 22,Slot 40
28,Slot 19,Slot 20,
29,Slot 7,Slot 45,
30,Slot 14,Slot 23,Slot 55
31,Slot 26,Slot 33,
32,Slot 24,Slot 42,Slot 46
33,Slot 1,Slot 47,
34,Slot 6,Slot 9,
35,Slot 21,Slot 25,
36,Slot 48,Slot 61,Slot 63
37,Slot 11,Slot 12,
38,Slot 2,Slot 5,
39,Slot 23,Slot 54,
40,Slot 41,Slot 50,Slot 55
41,Slot 27,Slot 39,Slot 43
42,Slot 27,Slot 66,Slot 67
43,Slot 1,Slot 28,Slot 50
44,Slot 24,Slot 30,Slot 64
45,Slot 2,Slot 10,Slot 40
46,Slot 8,Slot 17,Slot 34
47,Slot 18,Slot 36,Slot 62
48,Slot 44,Slot 52,
49,Slot 13,Slot 60,Slot 65
50,Slot 35,Slot 37,Slot 56
