student,slot 1,slot 2,slot 3
1,Slot 1,Slot 29,
2,Slot 38,Slot 43,Slot 44
3,Slot 4,Slot 18,Slot 67
4,Slot 2,Slot 22,
5,Slot 10,Slot 56,Slot 59
6,Slot 19,Slot 32,Slot 44
7,Slot 14,Slot 25,Slot 54
8,Slot 3,Slot 28,Slot 53
9,Slot 27,Slot 35,Slot 64
10,Slot 6,Slot 27,Slot 40
11,Slot 6,Slot 11,Slot 62
12,Slot 31,Slot 63,Slot 66
13,Slot 59,Slot 60,Slot 61
14,Slot 31,Slot 48,Slot 51
15,Slot 30,Slot 33,
16,Slot 5,Slot 29,Slot 46
17,Slot 24,Slot 30,Slot 52
18,Slot 33,Slot 36,Slot 41
19,Slot 7,Slot 35,Slot 42
20,Slot 16,Slot 37,Slot 45
21,Slot 9,Slot 12,
22,Slot 16,Slot 48,Slot 61
23,Slot 12,Slot 49,
24,Slot 8,Slot 25,
25,Slot 11,Slot 36,Slot 58
26,Slot 21,Slot 34,Slot 52
27,Slot 14,Slot 24,
28,Slot 15,Slot 17,
29,Slot 7,Slot 23,
30,Slot 18,Slot 41,
31,Slot 20,Slot 34,
32,Slot 39,Slot 47,Slot 66
33,Slot 20,Slot 51,
34,Slot 32,Slot 64,Slot 67
35,Slot 8,Slot 21,Slot 37
36,Slot 40,Slot 54,Slot 55
37,Slot 10,Slot 13,
38,Slot 2,Slot 46,
39,Slot 17,Slot 50,
40,Slot 42,Slot 47,Slot 58
41,Slot 23,Slot 39,Slot 57
42,Slot 22,Slot 62,Slot 63
43,Slot 3,Slot 26,Slot 53
44,Slot 9,Slot 38,Slot 55
45,Slot 5,Slot 19,Slot 56
46,Slot 13,Slot 26,Slot 65
47,Slot 15,Slot 60,Slot 65
48,Slot 4,Slot 49,
49,Slot 1,Slot 50,Slot 57
50,Slot 28,Slot 43,Slot 45
