student,slot 1,slot 2,slot 3
1,Slot 26,Slot 40,
2,Slot 4,Slot 33,Slot 45
3,Slot 16,Slot 44,Slot 67
4,Slot 21,Slot 24,
5,Slot 19,Slot 25,Slot 52
6,Slot 20,Slot 32,Slot 45
7,Slot 3,Slot 29,Slot 49
8,Slot 25,Slot 27,Slot 58
9,Slot 30,Slot 34,Slot 66
10,Slot 30,Slot 57,
11,Slot 55,Slot 63,Slot 65
12,Slot 14,Slot 35,Slot 59
13,Slot 6,Slot 12,Slot 63
14,Slot 13,Slot 48,Slot 53
15,Slot 29,Slot 36,
16,Slot 38,Slot 50,Slot 55
17,Slot 2,Slot 31,Slot 51
18,Slot 4,Slot 37,Slot 41
19,Slot 8,Slot 32,Slot 33
20,Slot 2,Slot 23,Slot 37
21,Slot 9,Slot 12,
22,Slot 1,Slot 47,Slot 61
23,Slot 44,Slot 48,
24,Slot 10,Slot 26,
25,Slot 14,Slot 57,Slot 59
26,Slot 23,Slot 42,Slot 52
27,Slot 13,Slot 15,
28,Slot 16,Slot 17,
29,Slot 7,Slot 21,
30,Slot 18,Slot 22,Slot 51
31,Slot 17,Slot 36,
32,Slot 5,Slot 38,Slot 64
33,Slot 18,Slot 53,
34,Slot 31,Slot 66,Slot 67
35,Slot 8,Slot 24,Slot 35
36,Slot 6,Slot 43,Slot 60
37,Slot 1,Slot 10,
38,Slot 15,Slot 49,
39,Slot 5,Slot 19,
40,Slot 39,Slot 47,Slot 54
41,Slot 22,Slot 43,Slot 56
42,Slot 9,Slot 61,Slot 62
43,Slot 27,Slot 28,Slot 62
44,Slot 39,Slot 40,Slot 54
45,Slot 20,Slot 50,Slot 56
46,Slot 3,Slot 11,Slot 64
47,Slot 7,Slot 60,Slot 65
48,Slot 42,Slot 46,
49,Slot 11,Slot 34,Slot 58
50,Slot 28,Slot 41,Slot 46
