student,slot 1,slot 2,slot 3
1,Slot 27,Slot 32,
2,Slot 41,Slot 44,Slot 45
3,Slot 23,Slot 36,Slot 62
4,Slot 21,Slot 37,
5,Slot 11,Slot 49,Slot 65
6,Slot 15,Slot 28,Slot 43
7,Slot 24,Slot 48,Slot 66
8,Slot 3,Slot 31,Slot 51
9,Slot 31,Slot 34,Slot 67
10,Slot 19,Slot 57,
11,Slot 38,Slot 60,Slot 61
12,Slot 14,Slot 64,Slot 66
13,Slot 6,Slot 57,Slot 59
14,Slot 36,Slot 50,Slot 54
15,Slot 4,Slot 37,
16,Slot 5,Slot 7,Slot 48
17,Slot 12,Slot 26,Slot 52
18,Slot 4,Slot 39,Slot 41
19,Slot 7,Slot 39,Slot 40
20,Slot 2,Slot 40,Slot 46
21,Slot 9,Slot 10,
22,Slot 13,Slot 47,Slot 62
23,Slot 50,Slot 51,
24,Slot 3,Slot 9,Slot 11
25,Slot 17,Slot 20,Slot 58
26,Slot 22,Slot 33,Slot 49
27,Slot 18,Slot 21,
28,Slot 2,Slot 35,
29,Slot 17,Slot 61,
30,Slot 24,Slot 25,
31,Slot 22,Slot 25,
32,Slot 34,Slot 42,Slot 67
33,Slot 30,Slot 44,
34,Slot 8,Slot 27,Slot 63
35,Slot 8,Slot 15,Slot 65
36,Slot 38,Slot 54,Slot 56
37,Slot 1,Slot 13,
38,Slot 20,Slot 43,
39,Slot 19,Slot 45,
40,Slot 33,Slot 47,Slot 52
41,Slot 23,Slot 35,Slot 55
42,Slot 53,Slot 56,Slot 64
43,Slot 26,Slot 30,Slot 55
44,Slot 29,Slot 32,Slot 53
45,Slot 1,Slot 16,Slot 58
46,Slot 12,Slot 14,Slot 60
47,Slot 18,Slot 59,Slot 63
48,Slot 5,Slot 42,
49,Slot 6,Slot 10,Slot 16
50,Slot 28,Slot 29,Slot 46
