student,slot 1,slot 2,slot 3
1,Slot 25,Slot 52,
2,Slot 42,Slot 43,Slot 61
3,Slot 11,Slot 24,Slot 34
4,Slot 18,Slot 36,Slot 50
5,Slot 11,Slot 50,Slot 55
6,Slot 20,Slot 44,Slot 46
7,Slot 20,Slot 28,Slot 39
8,Slot 3,Slot 33,Slot 35
9,Slot 7,Slot 38,
10,Slot 9,Slot 30,
11,Slot 6,Slot 63,
12,Slot 6,Slot 29,Slot 63
13,Slot 52,Slot 56,Slot 66
14,Slot 3,Slot 37,Slot 49
15,Slot 31,Slot 42,Slot 62
16,Slot 5,Slot 8,Slot 29
17,Slot 16,Slot 30,Slot 55
18,Slot 31,Slot 39,Slot 44
19,Slot 32,Slot 53,
20,Slot 2,Slot 46,Slot 53
21,Slot 15,Slot 57,Slot 67
22,Slot 41,Slot 49,Slot 67
23,Slot 45,Slot 51,Slot 60
24,Slot 13,Slot 32,
25,Slot 4,Slot 15,Slot 65
26,Slot 21,Slot 54,Slot 64
27,Slot 8,Slot 17,Slot 66
28,Slot 19,Slot 59,
29,Slot 22,Slot 45,
30,Slot 13,Slot 22,Slot 54
31,Slot 21,Slot 38,
32,Slot 4,Slot 9,Slot 40
33,Slot 1,Slot 51,
34,Slot 19,Slot 34,
35,Slot 14,Slot 23,
36,Slot 7,Slot 58,Slot 61
37,Slot 10,Slot 12,Slot 43
38,Slot 5,Slot 24,
39,Slot 14,Slot 47,
40,Slot 2,Slot 48,Slot 59
41,Slot 18,Slot 40,Slot 41
42,Slot 25,Slot 65,
43,Slot 26,Slot 27,Slot 56
44,Slot 27,Slot 28,Slot 62
45,Slot 23,Slot 26,Slot 37
46,Slot 12,Slot 16,
47,Slot 35,Slot 60,Slot 64
48,Slot 36,Slot 48,Slot 58
49,Slot 1,Slot 10,Slot 57
50,Slot 17,Slot 33,Slot 47
