student,slot 1,slot 2,slot 3
1,Slot 34,Slot 63,
2,Slot 40,Slot 43,Slot 48
3,Slot 1,Slot 4,Slot 31
4,Slot 17,Slot 28,Slot 56
5,Slot 10,Slot 52,Slot 57
6,Slot 16,Slot 38,Slot 42
7,Slot 18,Slot 26,Slot 39
8,Slot 25,Slot 26,
9,Slot 27,Slot 32,
10,Slot 53,Slot 63,
11,Slot 28,Slot 53,
12,Slot 58,Slot 60,Slot 67
13,Slot 41,Slot 57,Slot 62
14,Slot 16,Slot 33,Slot 49
15,Slot 27,Slot 29,Slot 44
16,Slot 45,Slot 62,Slot 65
17,Slot 11,Slot 51,Slot 64
18,Slot 30,Slot 32,Slot 38
19,Slot 3,Slot 20,Slot 59
20,Slot 2,Slot 39,Slot 45
21,Slot 6,Slot 7,Slot 15
22,Slot 9,Slot 44,Slot 66
23,Slot 9,Slot 46,Slot 54
24,Slot 11,Slot 35,
25,Slot 10,Slot 19,Slot 37
26,Slot 13,Slot 23,Slot 50
27,Slot 7,Slot 17,
28,Slot 22,Slot 31,Slot 66
29,Slot 24,Slot 29,
30,Slot 20,Slot 21,Slot 52
31,Slot 3,Slot 6,
32,Slot 36,Slot 37,Slot 61
33,Slot 12,Slot 48,
34,Slot 8,Slot 14,
35,Slot 2,Slot 23,
36,Slot 47,Slot 61,Slot 67
37,Slot 12,Slot 15,Slot 40
38,Slot 5,Slot 64,
39,Slot 13,Slot 58,
40,Slot 42,Slot 46,Slot 59
41,Slot 4,Slot 24,Slot 49
42,Slot 18,Slot 55,
43,Slot 21,Slot 34,Slot 54
44,Slot 22,Slot 41,Slot 56
45,Slot 5,Slot 25,Slot 33
46,Slot 14,Slot 65,
47,Slot 30,Slot 35,Slot 60
48,Slot 47,Slot 50,Slot 51
49,Slot 1,Slot 8,Slot 55
50,Slot 19,Slot 36,Slot 43
