student,slot 1,slot 2,slot 3
1,Slot 59,Slot 60,
2,Slot 11,Slot 41,Slot 42
3,Slot 11,Slot 38,Slot 65
4,Slot 18,Slot 42,Slot 64
5,Slot 10,Slot 54,Slot 66
6,Slot 3,Slot 49,Slot 59
7,Slot 30,Slot 44,Slot 45
8,Slot 14,Slot 31,Slot 38
9,Slot 31,Slot 34,
10,Slot 9,Slot 28,
11,Slot 40,Slot 58,
12,Slot 7,Slot 64,
13,Slot 33,Slot 58,
14,Slot 7,Slot 41,Slot 55
15,Slot 25,Slot 52,Slot 66
16,Slot 8,Slot 34,Slot 53
17,Slot 14,Slot 30,Slot 62
18,Slot 35,Slot 36,Slot 46
19,Slot 36,Slot 60,Slot 61
20,Slot 2,Slot 5,Slot 48
21,Slot 15,Slot 51,Slot 53
22,Slot 2,Slot 50,Slot 67
23,Slot 23,Slot 49,Slot 57
24,Slot 12,Slot 32,Slot 63
25,Slot 12,Slot 13,Slot 39
26,Slot 20,Slot 27,Slot 56
27,Slot 18,Slot 21,Slot 61
28,Slot 16,Slot 24,
29,Slot 10,Slot 19,
30,Slot 15,Slot 25,Slot 54
31,Slot 8,Slot 27,Slot 32
32,Slot 4,Slot 33,Slot 37
33,Slot 47,Slot 65,
34,Slot 35,Slot 67,
35,Slot 21,Slot 22,
36,Slot 4,Slot 55,Slot 62
37,Slot 13,Slot 19,
38,Slot 5,Slot 45,
39,Slot 17,Slot 46,
40,Slot 3,Slot 50,Slot 51
41,Slot 39,Slot 40,Slot 43
42,Slot 26,Slot 57,
43,Slot 1,Slot 29,Slot 47
44,Slot 26,Slot 29,Slot 56
45,Slot 9,Slot 23,Slot 43
46,Slot 6,Slot 17,Slot 20
47,Slot 16,Slot 37,Slot 63
48,Slot 48,Slot 52,
49,Slot 1,Slot 6,Slot 22
50,Slot 24,Slot 28,Slot 44
