student,slot 1,slot 2,slot 3
1,Slot 1,Slot 57,
2,Slot 34,Slot 45,Slot 46
3,Slot 47,Slot 64,
4,Slot 21,Slot 23,
5,Slot 11,Slot 12,Slot 57
6,Slot 17,Slot 38,Slot 41
7,Slot 19,Slot 23,Slot 49
8,Slot 24,Slot 28,Slot 55
9,Slot 31,Slot 37,Slot 67
10,Slot 3,Slot 8,
11,Slot 17,Slot 52,
12,Slot 32,Slot 58,Slot 63
13,Slot 6,Slot 33,Slot 59
14,Slot 13,Slot 48,Slot 54
15,Slot 31,Slot 34,Slot 67
16,Slot 27,Slot 50,Slot 52
17,Slot 2,Slot 26,Slot 55
18,Slot 4,Slot 38,Slot 39
19,Slot 39,Slot 40,
20,Slot 4,Slot 19,Slot 42
21,Slot 2,Slot 36,
22,Slot 14,Slot 47,Slot 62
23,Slot 51,Slot 56,
24,Slot 10,Slot 29,
25,Slot 10,Slot 14,Slot 60
26,Slot 27,Slot 41,Slot 53
27,Slot 15,Slot 30,Slot 63
28,Slot 20,Slot 25,
29,Slot 16,Slot 29,
30,Slot 21,Slot 30,Slot 44
31,Slot 8,Slot 37,Slot 61
32,Slot 40,Slot 48,Slot 61
33,Slot 20,Slot 54,
34,Slot 7,Slot 9,Slot 35
35,Slot 7,Slot 22,Slot 35
36,Slot 5,Slot 64,Slot 65
37,Slot 11,Slot 13,
38,Slot 15,Slot 49,
39,Slot 5,Slot 16,
40,Slot 6,Slot 43,Slot 46
41,Slot 22,Slot 42,Slot 56
42,Slot 26,Slot 62,Slot 65
43,Slot 24,Slot 25,Slot 60
44,Slot 28,Slot 32,Slot 53
45,Slot 18,Slot 50,Slot 58
46,Slot 1,Slot 3,Slot 66
47,Slot 9,Slot 18,Slot 66
48,Slot 45,Slot 51,
49,Slot 12,Slot 36,Slot 59
50,Slot 33,Slot 43,Slot 44
