student,slot 1,slot 2,slot 3
1,Slot 2,Slot 7,
2,Slot 44,Slot 48,Slot 63
3,Slot 24,Slot 34,Slot 38
4,Slot 20,Slot 22,Slot 44
5,Slot 12,Slot 28,Slot 55
6,Slot 26,Slot 35,Slot 41
7,Slot 26,Slot 29,Slot 40
8,Slot 29,Slot 31,Slot 39
9,Slot 3,Slot 30,
10,Slot 31,Slot 32,Slot 49
11,Slot 53,Slot 56,Slot 62
12,Slot 53,Slot 57,Slot 63
13,Slot 57,Slot 59,Slot 66
14,Slot 38,Slot 41,Slot 55
15,Slot 23,Slot 60,
16,Slot 8,Slot 11,Slot 45
17,Slot 15,Slot 50,Slot 65
18,Slot 4,Slot 32,Slot 35
19,Slot 33,Slot 66,
20,Slot 43,Slot 59,
21,Slot 14,Slot 54,Slot 67
22,Slot 5,Slot 12,Slot 62
23,Slot 5,Slot 42,Slot 52
24,Slot 9,Slot 28,
25,Slot 17,Slot 22,Slot 37
26,Slot 19,Slot 20,Slot 50
27,Slot 18,Slot 45,Slot 61
28,Slot 7,Slot 9,Slot 13
29,Slot 18,Slot 60,
30,Slot 24,Slot 27,
31,Slot 8,Slot 14,Slot 25
32,Slot 3,Slot 6,Slot 37
33,Slot 1,Slot 61,
34,Slot 48,Slot 64,
35,Slot 16,Slot 51,
36,Slot 2,Slot 58,Slot 64
37,Slot 10,Slot 23,
38,Slot 11,Slot 46,
39,Slot 16,Slot 47,
40,Slot 36,Slot 43,Slot 52
41,Slot 1,Slot 36,Slot 42
42,Slot 17,Slot 58,
43,Slot 10,Slot 21,Slot 49
44,Slot 25,Slot 34,Slot 54
45,Slot 4,Slot 19,Slot 46
46,Slot 15,Slot 27,Slot 67
47,Slot 6,Slot 39,Slot 65
48,Slot 47,Slot 51,
49,Slot 13,Slot 30,Slot 56
50,Slot 21,Slot 33,Slot 40
