student,slot 1,slot 2,slot 3
1,Slot 39,Slot 66,
2,Slot 43,Slot 47,Slot 48
3,Slot 8,Slot 17,Slot 35
4,Slot 19,Slot 20,
5,Slot 2,Slot 33,Slot 59
6,Slot 15,Slot 31,Slot 44
7,Slot 24,Slot 52,Slot 63
8,Slot 26,Slot 34,Slot 48
9,Slot 6,Slot 32,
10,Slot 3,Slot 55,
11,Slot 3,Slot 30,Slot 65
12,Slot 27,Slot 60,Slot 64
13,Slot 6,Slot 29,Slot 57
14,Slot 13,Slot 50,Slot 55
15,Slot 27,Slot 39,Slot 62
16,Slot 35,Slot 52,Slot 53
17,Slot 25,Slot 36,Slot 54
18,Slot 34,Slot 36,Slot 40
19,Slot 7,Slot 41,Slot 42
20,Slot 2,Slot 4,Slot 45
21,Slot 13,Slot 63,
22,Slot 11,Slot 46,Slot 62
23,Slot 43,Slot 51,
24,Slot 10,Slot 30,
25,Slot 12,Slot 16,Slot 56
26,Slot 20,Slot 49,
27,Slot 18,Slot 19,
28,Slot 1,Slot 9,Slot 15
29,Slot 9,Slot 16,Slot 67
30,Slot 22,Slot 40,
31,Slot 23,Slot 32,
32,Slot 5,Slot 37,Slot 60
33,Slot 23,Slot 51,
34,Slot 8,Slot 66,Slot 67
35,Slot 7,Slot 24,Slot 29
36,Slot 38,Slot 53,Slot 58
37,Slot 11,Slot 12,
38,Slot 14,Slot 47,
39,Slot 5,Slot 17,
40,Slot 38,Slot 45,Slot 56
41,Slot 4,Slot 18,Slot 50
42,Slot 25,Slot 61,Slot 65
43,Slot 26,Slot 28,Slot 54
44,Slot 21,Slot 33,Slot 49
45,Slot 22,Slot 44,Slot 59
46,Slot 10,Slot 21,Slot 61
47,Slot 14,Slot 58,Slot 64
48,Slot 37,Slot 42,
49,Slot 1,Slot 31,Slot 57
50,Slot 28,Slot 41,Slot 46
