student,slot 1,slot 2,slot 3
1,Slot 60,Slot 63,
2,Slot 42,Slot 43,Slot 48
3,Slot 1,Slot 37,Slot 38
4,Slot 17,Slot 28,Slot 55
5,Slot 13,Slot 29,Slot 57
6,Slot 16,Slot 36,Slot 42
7,Slot 5,Slot 22,Slot 23
8,Slot 26,Slot 30,Slot 44
9,Slot 27,Slot 32,Slot 62
10,Slot 22,Slot 53,
11,Slot 26,Slot 53,
12,Slot 6,Slot 15,
13,Slot 41,Slot 60,
14,Slot 18,Slot 43,Slot 54
15,Slot 11,Slot 25,Slot 56
16,Slot 51,Slot 57,Slot 65
17,Slot 16,Slot 38,Slot 64
18,Slot 27,Slot 29,Slot 47
19,Slot 3,Slot 59,
20,Slot 2,Slot 45,Slot 52
21,Slot 7,Slot 15,Slot 61
22,Slot 9,Slot 55,Slot 66
23,Slot 9,Slot 31,Slot 52
24,Slot 34,Slot 40,Slot 46
25,Slot 4,Slot 13,Slot 19
26,Slot 4,Slot 23,Slot 45
27,Slot 7,Slot 14,Slot 35
28,Slot 21,Slot 33,Slot 66
29,Slot 8,Slot 24,
30,Slot 20,Slot 21,
31,Slot 6,Slot 28,Slot 63
32,Slot 32,Slot 39,Slot 61
33,Slot 12,Slot 48,
34,Slot 51,Slot 67,
35,Slot 2,Slot 17,Slot 33
36,Slot 31,Slot 40,Slot 58
37,Slot 11,Slot 12,Slot 46
38,Slot 49,Slot 64,
39,Slot 36,Slot 58,
40,Slot 1,Slot 50,Slot 59
41,Slot 24,Slot 47,Slot 49
42,Slot 10,Slot 67,
43,Slot 20,Slot 34,Slot 56
44,Slot 18,Slot 37,Slot 41
45,Slot 25,Slot 30,Slot 44
46,Slot 14,Slot 65,
47,Slot 3,Slot 35,Slot 62
48,Slot 5,Slot 54,
49,Slot 8,Slot 10,
50,Slot 19,Slot 39,Slot 50
