student,slot 1,slot 2,slot 3
1,Slot 29,Slot 46,
2,Slot 15,Slot 47,Slot 55
3,Slot 1,Slot 33,Slot 55
4,Slot 11,Slot 57,Slot 65
5,Slot 16,Slot 30,Slot 61
6,Slot 3,Slot 17,Slot 23
7,Slot 23,Slot 36,Slot 38
8,Slot 26,Slot 34,Slot 50
9,Slot 32,Slot 44,
10,Slot 8,Slot 25,Slot 63
11,Slot 24,Slot 27,
12,Slot 7,Slot 50,Slot 62
13,Slot 52,Slot 63,
14,Slot 35,Slot 44,Slot 48
15,Slot 6,Slot 22,Slot 54
16,Slot 28,Slot 43,
17,Slot 13,Slot 54,Slot 57
18,Slot 25,Slot 42,Slot 43
19,Slot 28,Slot 29,
20,Slot 20,Slot 30,Slot 49
21,Slot 21,Slot 39,Slot 51
22,Slot 53,Slot 58,Slot 67
23,Slot 6,Slot 31,Slot 53
24,Slot 4,Slot 15,Slot 36
25,Slot 12,Slot 41,Slot 49
26,Slot 31,Slot 32,Slot 60
27,Slot 11,Slot 12,Slot 34
28,Slot 20,Slot 38,Slot 65
29,Slot 21,Slot 64,
30,Slot 10,Slot 66,
31,Slot 37,Slot 58,Slot 59
32,Slot 5,Slot 42,Slot 46
33,Slot 14,Slot 18,
34,Slot 9,Slot 19,
35,Slot 9,Slot 41,
36,Slot 33,Slot 40,Slot 67
37,Slot 10,Slot 18,Slot 40
38,Slot 45,Slot 56,
39,Slot 7,Slot 60,
40,Slot 61,Slot 62,Slot 66
41,Slot 4,Slot 24,Slot 45
42,Slot 14,Slot 17,
43,Slot 16,Slot 19,Slot 47
44,Slot 2,Slot 22,Slot 37
45,Slot 26,Slot 39,Slot 48
46,Slot 13,Slot 51,
47,Slot 2,Slot 3,Slot 8
48,Slot 5,Slot 56,
49,Slot 1,Slot 35,Slot 59
50,Slot 27,Slot 52,Slot 64
