student,slot 1,slot 2,slot 3
1,Slot 26,Slot 50,
2,Slot 12,Slot 42,Slot 44
3,Slot 1,Slot 6,Slot 30
4,Slot 21,Slot 27,Slot 52
5,Slot 1,Slot 15,Slot 58
6,Slot 17,Slot 39,Slot 55
7,Slot 21,Slot 37,Slot 57
8,Slot 23,Slot 30,Slot 61
9,Slot 3,Slot 28,Slot 59
10,Slot 20,Slot 50,
11,Slot 3,Slot 5,
12,Slot 44,Slot 65,Slot 67
13,Slot 47,Slot 54,Slot 64
14,Slot 33,Slot 36,Slot 43
15,Slot 7,Slot 25,
16,Slot 8,Slot 63,
17,Slot 5,Slot 16,Slot 48
18,Slot 25,Slot 31,Slot 38
19,Slot 28,Slot 29,Slot 31
20,Slot 14,Slot 38,Slot 57
21,Slot 13,Slot 42,Slot 52
22,Slot 4,Slot 29,Slot 58
23,Slot 36,Slot 40,Slot 49
24,Slot 13,Slot 24,
25,Slot 18,Slot 33,Slot 53
26,Slot 17,Slot 18,Slot 53
27,Slot 15,Slot 19,Slot 60
28,Slot 16,Slot 20,
29,Slot 9,Slot 60,
30,Slot 11,Slot 12,Slot 46
31,Slot 32,Slot 65,
32,Slot 34,Slot 35,Slot 41
33,Slot 51,Slot 66,
34,Slot 8,Slot 34,
35,Slot 22,Slot 45,Slot 62
36,Slot 41,Slot 62,Slot 64
37,Slot 9,Slot 10,
38,Slot 14,Slot 49,
39,Slot 40,Slot 54,
40,Slot 39,Slot 61,
41,Slot 37,Slot 45,Slot 46
42,Slot 7,Slot 23,
43,Slot 22,Slot 55,Slot 66
44,Slot 24,Slot 27,Slot 67
45,Slot 26,Slot 35,Slot 47
46,Slot 6,Slot 19,Slot 56
47,Slot 2,Slot 32,Slot 63
48,Slot 43,Slot 48,Slot 56
49,Slot 10,Slot 51,Slot 59
50,Slot 2,Slot 4,Slot 11
