student,slot 1,slot 2,slot 3
1,Slot 16,Slot 22,
2,Slot 4,Slot 11,Slot 48
3,Slot 14,Slot 54,Slot 59
4,Slot 20,Slot 24,
5,Slot 1,Slot 3,Slot 50
6,Slot 3,Slot 4,Slot 21
7,Slot 30,Slot 31,Slot 47
8,Slot 27,Slot 34,Slot 50
9,Slot 32,Slot 34,Slot 62
10,Slot 9,Slot 28,Slot 33
11,Slot 58,Slot 63,
12,Slot 35,Slot 39,Slot 54
13,Slot 13,Slot 58,Slot 59
14,Slot 6,Slot 57,Slot 65
15,Slot 19,Slot 31,Slot 57
16,Slot 36,Slot 45,Slot 56
17,Slot 5,Slot 26,Slot 38
18,Slot 6,Slot 35,Slot 40
19,Slot 40,Slot 41,
20,Slot 23,Slot 25,Slot 42
21,Slot 7,Slot 22,
22,Slot 9,Slot 17,Slot 44
23,Slot 8,Slot 55,Slot 60
24,Slot 11,Slot 32,
25,Slot 18,Slot 20,Slot 62
26,Slot 5,Slot 36,Slot 47
27,Slot 17,Slot 18,
28,Slot 23,Slot 39,
29,Slot 24,Slot 33,
30,Slot 2,Slot 10,Slot 48
31,Slot 25,Slot 43,
32,Slot 43,Slot 53,Slot 64
33,Slot 2,Slot 52,
34,Slot 26,Slot 37,
35,Slot 12,Slot 27,
36,Slot 46,Slot 63,Slot 64
37,Slot 8,Slot 12,Slot 14
38,Slot 15,Slot 52,
39,Slot 16,Slot 49,
40,Slot 42,Slot 53,Slot 61
41,Slot 15,Slot 45,Slot 51
42,Slot 28,Slot 66,Slot 67
43,Slot 29,Slot 30,Slot 61
44,Slot 29,Slot 38,Slot 51
45,Slot 21,Slot 44,Slot 55
46,Slot 7,Slot 13,Slot 65
47,Slot 19,Slot 60,Slot 67
48,Slot 49,Slot 66,
49,Slot 1,Slot 10,Slot 56
50,Slot 37,Slot 41,Slot 46
