student,slot 1,slot 2,slot 3
1,Slot 14,Slot 27,
2,Slot 42,Slot 46,Slot 47
3,Slot 2,Slot 4,Slot 67
4,Slot 18,Slot 26,
5,Slot 10,Slot 14,Slot 58
6,Slot 26,Slot 33,Slot 43
7,Slot 22,Slot 27,Slot 35
8,Slot 31,Slot 38,Slot 52
9,Slot 8,Slot 33,Slot 61
10,Slot 29,Slot 30,
11,Slot 56,Slot 59,Slot 60
12,Slot 6,Slot 29,Slot 59
13,Slot 6,Slot 57,Slot 64
14,Slot 13,Slot 34,Slot 55
15,Slot 5,Slot 15,Slot 55
16,Slot 51,Slot 54,Slot 57
17,Slot 1,Slot 51,Slot 61
18,Slot 21,Slot 24,Slot 37
19,Slot 30,Slot 36,
20,Slot 28,Slot 37,Slot 50
21,Slot 8,Slot 16,
22,Slot 2,Slot 42,Slot 64
23,Slot 41,Slot 44,Slot 54
24,Slot 13,Slot 35,
25,Slot 5,Slot 12,Slot 18
26,Slot 25,Slot 36,Slot 58
27,Slot 17,Slot 19,
28,Slot 17,Slot 28,
29,Slot 7,Slot 19,
30,Slot 23,Slot 24,Slot 50
31,Slot 3,Slot 7,Slot 21
32,Slot 32,Slot 41,Slot 66
33,Slot 39,Slot 45,
34,Slot 53,Slot 67,
35,Slot 23,Slot 53,
36,Slot 4,Slot 60,Slot 63
37,Slot 12,Slot 15,
38,Slot 16,Slot 48,
39,Slot 11,Slot 48,
40,Slot 40,Slot 49,Slot 56
41,Slot 20,Slot 34,Slot 39
42,Slot 20,Slot 62,Slot 65
43,Slot 25,Slot 31,Slot 47
44,Slot 32,Slot 45,Slot 52
45,Slot 22,Slot 38,Slot 49
46,Slot 1,Slot 9,Slot 66
47,Slot 9,Slot 62,Slot 65
48,Slot 40,Slot 44,
49,Slot 10,Slot 11,Slot 63
50,Slot 3,Slot 43,Slot 46
