student,slot 1,slot 2,slot 3
1,Slot 1,Slot 50,
2,Slot 45,Slot 46,Slot 47
3,Slot 20,Slot 42,Slot 67
4,Slot 20,Slot 57,
5,Slot 13,Slot 18,Slot 46
6,Slot 4,Slot 22,Slot 29
7,Slot 23,Slot 36,Slot 38
8,Slot 26,Slot 29,Slot 58
9,Slot 26,Slot 32,Slot 60
10,Slot 25,Slot 31,
11,Slot 6,Slot 27,Slot 55
12,Slot 6,Slot 7,Slot 65
13,Slot 9,Slot 58,Slot 63
14,Slot 36,Slot 48,Slot 51
15,Slot 14,Slot 31,
16,Slot 28,Slot 47,Slot 49
17,Slot 3,Slot 45,
18,Slot 33,Slot 34,Slot 40
19,Slot 30,Slot 35,Slot 67
20,Slot 18,Slot 30,Slot 41
21,Slot 16,Slot 39,
22,Slot 41,Slot 53,Slot 64
23,Slot 44,Slot 53,Slot 57
24,Slot 3,Slot 10,
25,Slot 5,Slot 12,Slot 15
26,Slot 12,Slot 28,Slot 50
27,Slot 17,Slot 19,
28,Slot 16,Slot 19,
29,Slot 17,Slot 64,
30,Slot 8,Slot 21,Slot 66
31,Slot 33,Slot 59,
32,Slot 37,Slot 38,Slot 44
33,Slot 14,Slot 56,
34,Slot 8,Slot 9,Slot 63
35,Slot 15,Slot 24,
36,Slot 40,Slot 60,Slot 61
37,Slot 10,Slot 11,Slot 62
38,Slot 5,Slot 13,
39,Slot 7,Slot 54,
40,Slot 37,Slot 43,Slot 55
41,Slot 24,Slot 39,Slot 42
42,Slot 2,Slot 61,Slot 62
43,Slot 21,Slot 22,Slot 52
44,Slot 25,Slot 34,Slot 54
45,Slot 23,Slot 35,Slot 48
46,Slot 11,Slot 51,Slot 66
47,Slot 2,Slot 65,
48,Slot 49,Slot 52,Slot 56
49,Slot 1,Slot 32,Slot 59
50,Slot 4,Slot 27,Slot 43
