student,slot 1,slot 2,slot 3
1,Slot 28,Slot 41,
2,Slot 43,Slot 48,Slot 60
3,Slot 1,Slot 4,Slot 6
4,Slot 21,Slot 23,
5,Slot 1,Slot 25,Slot 53
6,Slot 26,Slot 32,Slot 46
7,Slot 31,Slot 33,Slot 49
8,Slot 3,Slot 34,Slot 52
9,Slot 38,Slot 40,Slot 61
10,Slot 35,Slot 58,
11,Slot 9,Slot 58,Slot 64
12,Slot 9,Slot 17,Slot 57
13,Slot 19,Slot 62,Slot 63
14,Slot 15,Slot 56,Slot 60
15,Slot 34,Slot 35,
16,Slot 5,Slot 33,Slot 52
17,Slot 27,Slot 37,Slot 50
18,Slot 38,Slot 40,Slot 44
19,Slot 43,Slot 46,
20,Slot 24,Slot 29,Slot 47
21,Slot 2,Slot 66,
22,Slot 5,Slot 51,Slot 67
23,Slot 55,Slot 62,
24,Slot 4,Slot 8,Slot 12
25,Slot 14,Slot 18,Slot 57
26,Slot 24,Slot 42,Slot 51
27,Slot 20,Slot 22,
28,Slot 20,Slot 36,
29,Slot 22,Slot 25,
30,Slot 26,Slot 29,Slot 50
31,Slot 23,Slot 37,
32,Slot 39,Slot 41,Slot 59
33,Slot 10,Slot 30,
34,Slot 8,Slot 15,Slot 65
35,Slot 7,Slot 14,Slot 30
36,Slot 47,Slot 63,Slot 64
37,Slot 11,Slot 12,
38,Slot 17,Slot 49,
39,Slot 18,Slot 54,
40,Slot 2,Slot 6,Slot 48
41,Slot 13,Slot 39,Slot 53
42,Slot 7,Slot 21,Slot 65
43,Slot 3,Slot 27,Slot 61
44,Slot 32,Slot 36,Slot 55
45,Slot 19,Slot 44,Slot 54
46,Slot 13,Slot 31,Slot 67
47,Slot 16,Slot 59,Slot 66
48,Slot 16,Slot 45,
49,Slot 10,Slot 11,Slot 56
50,Slot 28,Slot 42,Slot 45
