student,slot 1,slot 2,slot 3
1,Slot 13,Slot 32,
2,Slot 39,Slot 48,Slot 53
3,Slot 6,Slot 44,
4,Slot 24,Slot 41,
5,Slot 3,Slot 10,Slot 47
6,Slot 20,Slot 30,Slot 33
7,Slot 27,Slot 45,Slot 65
8,Slot 5,Slot 25,Slot 64
9,Slot 6,Slot 29,Slot 35
10,Slot 3,Slot 56,Slot 59
11,Slot 7,Slot 14,Slot 61
12,Slot 31,Slot 57,Slot 67
13,Slot 9,Slot 60,Slot 62
14,Slot 14,Slot 52,Slot 58
15,Slot 28,Slot 31,
16,Slot 35,Slot 45,Slot 56
17,Slot 21,Slot 33,Slot 46
18,Slot 4,Slot 37,Slot 38
19,Slot 37,Slot 39,
20,Slot 29,Slot 30,Slot 44
21,Slot 7,Slot 15,
22,Slot 12,Slot 46,Slot 65
23,Slot 52,Slot 55,
24,Slot 9,Slot 32,Slot 48
25,Slot 16,Slot 64,
26,Slot 27,Slot 41,Slot 50
27,Slot 16,Slot 23,
28,Slot 12,Slot 20,
29,Slot 17,Slot 22,
30,Slot 2,Slot 17,Slot 50
31,Slot 18,Slot 34,
32,Slot 4,Slot 49,Slot 58
33,Slot 2,Slot 47,
34,Slot 36,Slot 61,Slot 67
35,Slot 8,Slot 21,Slot 36
36,Slot 40,Slot 62,Slot 63
37,Slot 10,Slot 11,
38,Slot 19,Slot 49,
39,Slot 18,Slot 51,
40,Slot 42,Slot 43,Slot 57
41,Slot 24,Slot 40,Slot 54
42,Slot 8,Slot 25,Slot 63
43,Slot 26,Slot 28,Slot 59
44,Slot 26,Slot 38,Slot 53
45,Slot 22,Slot 51,Slot 54
46,Slot 15,Slot 23,Slot 66
47,Slot 19,Slot 60,Slot 66
48,Slot 1,Slot 11,Slot 42
49,Slot 1,Slot 13,Slot 55
50,Slot 5,Slot 34,Slot 43
