student,slot 1,slot 2,slot 3
1,Slot 24,Slot 60,
2,Slot 36,Slot 40,Slot 46
3,Slot 8,Slot 11,Slot 44
4,Slot 17,Slot 21,
5,Slot 13,Slot 19,Slot 50
6,Slot 21,Slot 33,Slot 40
7,Slot 25,Slot 26,Slot 38
8,Slot 28,Slot 55,Slot 63
9,Slot 29,Slot 34,
10,Slot 22,Slot 52,Slot 65
11,Slot 2,Slot 3,
12,Slot 57,Slot 63,Slot 67
13,Slot 42,Slot 53,Slot 56
14,Slot 14,Slot 39,Slot 55
15,Slot 32,Slot 37,Slot 49
16,Slot 29,Slot 46,Slot 49
17,Slot 3,Slot 6,Slot 32
18,Slot 33,Slot 48,Slot 53
19,Slot 30,Slot 37,Slot 38
20,Slot 20,Slot 30,Slot 41
21,Slot 9,Slot 13,
22,Slot 5,Slot 11,Slot 59
23,Slot 43,Slot 51,Slot 65
24,Slot 15,Slot 27,
25,Slot 12,Slot 16,Slot 47
26,Slot 22,Slot 50,Slot 59
27,Slot 12,Slot 18,
28,Slot 15,Slot 23,
29,Slot 7,Slot 9,
30,Slot 23,Slot 24,
31,Slot 27,Slot 35,Slot 67
32,Slot 35,Slot 42,Slot 61
33,Slot 45,Slot 52,
34,Slot 7,Slot 66,
35,Slot 20,Slot 62,Slot 66
36,Slot 6,Slot 44,Slot 58
37,Slot 10,Slot 14,
38,Slot 16,Slot 41,
39,Slot 47,Slot 61,
40,Slot 39,Slot 48,Slot 56
41,Slot 4,Slot 36,Slot 51
42,Slot 2,Slot 60,Slot 64
43,Slot 25,Slot 26,Slot 54
44,Slot 28,Slot 31,Slot 54
45,Slot 4,Slot 18,Slot 64
46,Slot 8,Slot 17,Slot 19
47,Slot 1,Slot 58,Slot 62
48,Slot 5,Slot 45,
49,Slot 1,Slot 10,Slot 57
50,Slot 31,Slot 34,Slot 43
