student,slot 1,slot 2,slot 3
1,Slot 57,Slot 66,
2,Slot 4,Slot 13,Slot 34
3,Slot 1,Slot 33,Slot 38
4,Slot 22,Slot 50,Slot 67
5,Slot 18,Slot 27,Slot 60
6,Slot 25,Slot 26,Slot 47
7,Slot 3,Slot 31,Slot 43
8,Slot 30,Slot 31,Slot 40
9,Slot 30,Slot 32,
10,Slot 21,Slot 35,
11,Slot 27,Slot 32,Slot 59
12,Slot 24,Slot 59,Slot 66
13,Slot 53,Slot 55,Slot 61
14,Slot 14,Slot 45,Slot 51
15,Slot 12,Slot 20,
16,Slot 5,Slot 6,Slot 65
17,Slot 15,Slot 34,Slot 53
18,Slot 35,Slot 37,Slot 47
19,Slot 37,Slot 39,
20,Slot 8,Slot 10,Slot 48
21,Slot 43,Slot 61,Slot 64
22,Slot 9,Slot 24,Slot 52
23,Slot 36,Slot 44,Slot 46
24,Slot 28,Slot 50,
25,Slot 11,Slot 41,Slot 44
26,Slot 2,Slot 19,Slot 56
27,Slot 16,Slot 33,Slot 56
28,Slot 7,Slot 9,Slot 17
29,Slot 63,Slot 67,
30,Slot 2,Slot 11,
31,Slot 6,Slot 29,Slot 62
32,Slot 3,Slot 28,Slot 40
33,Slot 1,Slot 57,
34,Slot 7,Slot 42,
35,Slot 19,Slot 29,
36,Slot 38,Slot 58,
37,Slot 13,Slot 39,
38,Slot 5,Slot 18,
39,Slot 22,Slot 54,
40,Slot 15,Slot 49,Slot 63
41,Slot 41,Slot 45,Slot 51
42,Slot 23,Slot 60,Slot 62
43,Slot 16,Slot 20,Slot 55
44,Slot 21,Slot 46,Slot 65
45,Slot 26,Slot 42,Slot 64
46,Slot 12,Slot 17,
47,Slot 4,Slot 8,Slot 23
48,Slot 48,Slot 49,Slot 54
49,Slot 10,Slot 14,Slot 58
50,Slot 25,Slot 36,Slot 52
