student,slot 1,slot 2,slot 3
1,Slot 53,Slot 60,
2,Slot 39,Slot 53,Slot 57
3,Slot 15,Slot 49,Slot 60
4,Slot 26,Slot 41,
5,Slot 12,Slot 16,Slot 47
6,Slot 11,Slot 17,Slot 43
7,Slot 18,Slot 38,Slot 65
8,Slot 21,Slot 51,Slot 64
9,Slot 27,Slot 35,Slot 62
10,Slot 33,Slot 59,
11,Slot 17,Slot 61,Slot 63
12,Slot 58,Slot 59,Slot 67
13,Slot 9,Slot 29,Slot 62
14,Slot 14,Slot 37,Slot 58
15,Slot 31,Slot 33,Slot 44
16,Slot 35,Slot 50,Slot 55
17,Slot 28,Slot 45,Slot 47
18,Slot 4,Slot 31,Slot 32
19,Slot 32,Slot 66,
20,Slot 29,Slot 30,Slot 40
21,Slot 20,Slot 65,
22,Slot 2,Slot 8,Slot 46
23,Slot 6,Slot 48,Slot 55
24,Slot 34,Slot 48,
25,Slot 5,Slot 14,Slot 16
26,Slot 3,Slot 43,Slot 52
27,Slot 19,Slot 23,
28,Slot 12,Slot 22,
29,Slot 18,Slot 24,
30,Slot 20,Slot 22,Slot 52
31,Slot 25,Slot 36,
32,Slot 4,Slot 5,Slot 41
33,Slot 10,Slot 49,
34,Slot 36,Slot 67,
35,Slot 7,Slot 21,Slot 37
36,Slot 7,Slot 42,Slot 63
37,Slot 10,Slot 13,
38,Slot 19,Slot 51,
39,Slot 30,Slot 54,
40,Slot 40,Slot 46,Slot 61
41,Slot 24,Slot 39,Slot 42
42,Slot 6,Slot 25,Slot 64
43,Slot 2,Slot 26,Slot 50
44,Slot 28,Slot 34,Slot 56
45,Slot 27,Slot 38,Slot 57
46,Slot 8,Slot 15,Slot 23
47,Slot 1,Slot 9,Slot 66
48,Slot 11,Slot 45,
49,Slot 1,Slot 13,Slot 56
50,Slot 3,Slot 44,Slot 54
