student,slot 1,slot 2,slot 3
1,Slot 10,Slot 60,
2,Slot 37,Slot 47,Slot 48
3,Slot 1,Slot 59,
4,Slot 26,Slot 45,
5,Slot 14,Slot 18,Slot 55
6,Slot 4,Slot 25,Slot 41
7,Slot 9,Slot 26,Slot 34
8,Slot 27,Slot 28,Slot 58
9,Slot 19,Slot 36,Slot 62
10,Slot 3,Slot 27,
11,Slot 57,Slot 61,Slot 65
12,Slot 3,Slot 17,Slot 66
13,Slot 6,Slot 57,Slot 67
14,Slot 5,Slot 14,Slot 38
15,Slot 29,Slot 31,
16,Slot 31,Slot 44,Slot 49
17,Slot 29,Slot 32,Slot 46
18,Slot 32,Slot 37,Slot 39
19,Slot 2,Slot 33,
20,Slot 4,Slot 23,Slot 33
21,Slot 8,Slot 12,
22,Slot 6,Slot 43,Slot 64
23,Slot 36,Slot 44,Slot 53
24,Slot 11,Slot 30,
25,Slot 12,Slot 24,Slot 48
26,Slot 13,Slot 21,Slot 50
27,Slot 15,Slot 20,
28,Slot 16,Slot 18,
29,Slot 7,Slot 30,Slot 65
30,Slot 21,Slot 43,Slot 66
31,Slot 7,Slot 22,Slot 39
32,Slot 5,Slot 42,Slot 61
33,Slot 8,Slot 51,
34,Slot 9,Slot 19,
35,Slot 17,Slot 23,
36,Slot 2,Slot 59,Slot 60
37,Slot 1,Slot 56,
38,Slot 11,Slot 53,
39,Slot 13,Slot 52,
40,Slot 40,Slot 45,Slot 63
41,Slot 20,Slot 34,Slot 42
42,Slot 24,Slot 62,Slot 67
43,Slot 25,Slot 54,Slot 56
44,Slot 16,Slot 41,Slot 52
45,Slot 28,Slot 38,Slot 55
46,Slot 15,Slot 22,Slot 63
47,Slot 50,Slot 58,Slot 64
48,Slot 47,Slot 49,Slot 54
49,Slot 10,Slot 35,Slot 51
50,Slot 35,Slot 40,Slot 46
