student,slot 1,slot 2,slot 3
1,Slot 1,Slot 26,
2,Slot 41,Slot 42,Slot 43
3,Slot 4,Slot 9,Slot 15
4,Slot 20,Slot 30,
5,Slot 13,Slot 39,Slot 50
6,Slot 21,Slot 38,Slot 46
7,Slot 4,Slot 25,Slot 26
8,Slot 28,Slot 29,Slot 51
9,Slot 29,Slot 36,Slot 62
10,Slot 3,Slot 51,
11,Slot 17,Slot 56,Slot 58
12,Slot 32,Slot 55,Slot 64
13,Slot 53,Slot 57,Slot 65
14,Slot 32,Slot 38,Slot 52
15,Slot 3,Slot 33,Slot 59
16,Slot 30,Slot 48,Slot 49
17,Slot 14,Slot 31,Slot 49
18,Slot 5,Slot 34,Slot 35
19,Slot 34,Slot 37,Slot 66
20,Slot 20,Slot 31,Slot 46
21,Slot 8,Slot 10,
22,Slot 45,Slot 47,Slot 61
23,Slot 7,Slot 44,Slot 53
24,Slot 27,Slot 66,
25,Slot 5,Slot 11,Slot 24
26,Slot 14,Slot 25,Slot 55
27,Slot 6,Slot 16,
28,Slot 18,Slot 61,
29,Slot 9,Slot 23,
30,Slot 18,Slot 19,
31,Slot 2,Slot 7,Slot 33
32,Slot 23,Slot 40,Slot 60
33,Slot 11,Slot 12,
34,Slot 16,Slot 67,
35,Slot 27,Slot 36,
36,Slot 39,Slot 58,Slot 60
37,Slot 12,Slot 64,
38,Slot 10,Slot 45,
39,Slot 19,Slot 52,
40,Slot 43,Slot 50,Slot 59
41,Slot 24,Slot 41,Slot 42
42,Slot 6,Slot 63,Slot 65
43,Slot 22,Slot 28,Slot 54
44,Slot 2,Slot 22,Slot 54
45,Slot 8,Slot 21,Slot 37
46,Slot 13,Slot 15,Slot 62
47,Slot 17,Slot 63,Slot 67
48,Slot 44,Slot 48,
49,Slot 1,Slot 56,Slot 57
50,Slot 35,Slot 40,Slot 47
