student,slot 1,slot 2,slot 3
1,Slot 16,Slot 19,
2,Slot 40,Slot 44,Slot 48
3,Slot 1,Slot 42,Slot 67
4,Slot 21,Slot 26,
5,Slot 10,Slot 17,Slot 60
6,Slot 15,Slot 30,Slot 44
7,Slot 26,Slot 41,Slot 42
8,Slot 25,Slot 27,Slot 54
9,Slot 11,Slot 33,Slot 63
10,Slot 28,Slot 65,
11,Slot 3,Slot 64,
12,Slot 55,Slot 66,Slot 67
13,Slot 9,Slot 53,Slot 59
14,Slot 39,Slot 45,Slot 53
15,Slot 25,Slot 32,
16,Slot 34,Slot 52,Slot 54
17,Slot 9,Slot 29,Slot 58
18,Slot 37,Slot 38,Slot 43
19,Slot 3,Slot 36,
20,Slot 18,Slot 45,Slot 46
21,Slot 8,Slot 13,
22,Slot 12,Slot 51,Slot 62
23,Slot 5,Slot 24,Slot 57
24,Slot 14,Slot 31,
25,Slot 6,Slot 12,Slot 47
26,Slot 14,Slot 29,Slot 55
27,Slot 16,Slot 18,
28,Slot 10,Slot 20,
29,Slot 2,Slot 23,Slot 66
30,Slot 20,Slot 24,Slot 52
31,Slot 28,Slot 33,
32,Slot 4,Slot 35,Slot 64
33,Slot 11,Slot 50,
34,Slot 8,Slot 31,
35,Slot 7,Slot 22,Slot 36
36,Slot 6,Slot 37,Slot 61
37,Slot 7,Slot 34,
38,Slot 41,Slot 50,Slot 58
39,Slot 5,Slot 13,
40,Slot 4,Slot 49,Slot 57
41,Slot 22,Slot 39,Slot 40
42,Slot 30,Slot 59,Slot 63
43,Slot 21,Slot 27,Slot 49
44,Slot 19,Slot 35,Slot 56
45,Slot 15,Slot 38,Slot 48
46,Slot 2,Slot 17,Slot 62
47,Slot 56,Slot 60,Slot 65
48,Slot 46,Slot 51,
49,Slot 1,Slot 23,Slot 61
50,Slot 32,Slot 43,Slot 47
