student,slot 1,slot 2,slot 3
1,Slot 11,Slot 32,
2,Slot 42,Slot 43,Slot 44
3,Slot 9,Slot 20,Slot 39
4,Slot 16,Slot 17,
5,Slot 15,Slot 28,Slot 50
6,Slot 19,Slot 36,Slot 45
7,Slot 5,Slot 22,Slot 31
8,Slot 23,Slot 31,Slot 54
9,Slot 28,Slot 33,Slot 66
10,Slot 6,Slot 57,
11,Slot 14,Slot 62,Slot 63
12,Slot 9,Slot 29,Slot 60
13,Slot 30,Slot 59,Slot 61
14,Slot 14,Slot 49,Slot 51
15,Slot 3,Slot 37,
16,Slot 47,Slot 53,Slot 58
17,Slot 5,Slot 12,Slot 21
18,Slot 41,Slot 42,Slot 45
19,Slot 4,Slot 39,
20,Slot 24,Slot 41,Slot 48
21,Slot 7,Slot 18,
22,Slot 13,Slot 40,Slot 64
23,Slot 52,Slot 57,
24,Slot 34,Slot 59,Slot 67
25,Slot 15,Slot 61,
26,Slot 29,Slot 43,Slot 55
27,Slot 2,Slot 19,
28,Slot 8,Slot 16,Slot 37
29,Slot 8,Slot 24,
30,Slot 20,Slot 23,
31,Slot 21,Slot 32,
32,Slot 38,Slot 46,Slot 65
33,Slot 22,Slot 44,
34,Slot 33,Slot 64,Slot 67
35,Slot 2,Slot 3,Slot 7
36,Slot 6,Slot 35,Slot 58
37,Slot 10,Slot 11,
38,Slot 17,Slot 46,
39,Slot 27,Slot 47,Slot 51
40,Slot 36,Slot 48,Slot 54
41,Slot 4,Slot 25,Slot 56
42,Slot 26,Slot 55,Slot 62
43,Slot 25,Slot 27,Slot 53
44,Slot 26,Slot 38,Slot 50
45,Slot 1,Slot 18,Slot 56
46,Slot 12,Slot 13,Slot 65
47,Slot 10,Slot 63,Slot 66
48,Slot 49,Slot 52,
49,Slot 1,Slot 35,Slot 60
50,Slot 30,Slot 34,Slot 40
