student,slot 1,slot 2,slot 3
1,Slot 28,Slot 67,
2,Slot 27,Slot 43,Slot 44
3,Slot 38,Slot 39,Slot 42
4,Slot 18,Slot 28,Slot 64
5,Slot 1,Slot 31,Slot 33
6,Slot 16,Slot 37,Slot 40
7,Slot 17,Slot 33,Slot 47
8,Slot 23,Slot 27,Slot 32
9,Slot 41,Slot 65,
10,Slot 61,Slot 63,
11,Slot 14,Slot 24,
12,Slot 8,Slot 12,Slot 60
13,Slot 6,Slot 55,Slot 62
14,Slot 26,Slot 58,
15,Slot 15,Slot 23,Slot 52
16,Slot 8,Slot 53,Slot 55
17,Slot 16,Slot 30,Slot 52
18,Slot 35,Slot 51,Slot 61
19,Slot 3,Slot 29,
20,Slot 13,Slot 36,Slot 48
21,Slot 5,Slot 11,Slot 50
22,Slot 44,Slot 54,Slot 56
23,Slot 2,Slot 31,Slot 45
24,Slot 11,Slot 25,Slot 48
25,Slot 4,Slot 7,Slot 13
26,Slot 26,Slot 63,
27,Slot 19,Slot 22,Slot 32
28,Slot 2,Slot 6,Slot 35
29,Slot 20,Slot 56,Slot 67
30,Slot 22,Slot 57,Slot 66
31,Slot 34,Slot 42,
32,Slot 29,Slot 36,Slot 41
33,Slot 10,Slot 30,Slot 38
34,Slot 21,Slot 39,
35,Slot 34,Slot 46,Slot 53
36,Slot 7,Slot 37,Slot 54
37,Slot 15,Slot 21,Slot 49
38,Slot 12,Slot 57,
39,Slot 59,Slot 60,
40,Slot 17,Slot 51,Slot 62
41,Slot 5,Slot 20,Slot 49
42,Slot 64,Slot 65,
43,Slot 24,Slot 66,
44,Slot 4,Slot 43,Slot 59
45,Slot 25,Slot 45,Slot 47
46,Slot 14,Slot 18,
47,Slot 3,Slot 9,
48,Slot 9,Slot 46,Slot 58
49,Slot 1,Slot 40,
50,Slot 10,Slot 19,Slot 50
