student,slot 1,slot 2,slot 3
1,Slot 24,Slot 42,
2,Slot 36,Slot 46,Slot 47
3,Slot 11,Slot 43,Slot 50
4,Slot 16,Slot 21,Slot 44
5,Slot 13,Slot 17,Slot 35
6,Slot 21,Slot 31,Slot 33
7,Slot 7,Slot 26,Slot 57
8,Slot 28,Slot 43,Slot 63
9,Slot 33,Slot 48,
10,Slot 9,Slot 22,
11,Slot 28,Slot 31,
12,Slot 52,Slot 57,
13,Slot 29,Slot 42,Slot 60
14,Slot 29,Slot 44,Slot 58
15,Slot 25,Slot 27,Slot 60
16,Slot 32,Slot 49,Slot 62
17,Slot 3,Slot 30,Slot 41
18,Slot 53,Slot 54,Slot 61
19,Slot 8,Slot 15,Slot 30
20,Slot 23,Slot 41,Slot 53
21,Slot 19,Slot 54,Slot 67
22,Slot 6,Slot 11,Slot 59
23,Slot 4,Slot 51,Slot 65
24,Slot 5,Slot 27,Slot 64
25,Slot 16,Slot 35,Slot 66
26,Slot 20,Slot 46,Slot 59
27,Slot 4,Slot 13,Slot 18
28,Slot 14,Slot 18,Slot 38
29,Slot 9,Slot 63,
30,Slot 12,Slot 26,
31,Slot 8,Slot 34,Slot 40
32,Slot 19,Slot 37,Slot 49
33,Slot 10,Slot 45,
34,Slot 7,Slot 67,
35,Slot 20,Slot 37,Slot 66
36,Slot 39,Slot 40,Slot 55
37,Slot 14,Slot 15,Slot 62
38,Slot 6,Slot 38,
39,Slot 47,Slot 61,
40,Slot 48,Slot 50,Slot 56
41,Slot 32,Slot 51,Slot 52
42,Slot 2,Slot 65,
43,Slot 23,Slot 25,Slot 55
44,Slot 12,Slot 22,Slot 39
45,Slot 2,Slot 5,Slot 64
46,Slot 17,Slot 36,
47,Slot 1,Slot 58,
48,Slot 24,Slot 45,
49,Slot 1,Slot 10,
50,Slot 3,Slot 34,Slot 56
