student,slot 1,slot 2,slot 3
1,Slot 42,Slot 50,
2,Slot 44,Slot 49,Slot 51
3,Slot 1,Slot 38,Slot 39
4,Slot 16,Slot 33,Slot 48
5,Slot 7,Slot 13,Slot 58
6,Slot 13,Slot 18,Slot 43
7,Slot 2,Slot 22,Slot 43
8,Slot 4,Slot 28,Slot 32
9,Slot 28,Slot 32,
10,Slot 3,Slot 57,Slot 59
11,Slot 20,Slot 63,
12,Slot 6,Slot 9,Slot 29
13,Slot 30,Slot 63,Slot 67
14,Slot 39,Slot 61,
15,Slot 18,Slot 47,Slot 53
16,Slot 53,Slot 55,Slot 60
17,Slot 15,Slot 19,Slot 36
18,Slot 36,Slot 41,Slot 52
19,Slot 33,Slot 60,
20,Slot 29,Slot 35,Slot 46
21,Slot 19,Slot 56,Slot 65
22,Slot 15,Slot 54,Slot 64
23,Slot 52,Slot 57,Slot 66
24,Slot 35,Slot 59,
25,Slot 12,Slot 17,Slot 40
26,Slot 31,Slot 44,Slot 55
27,Slot 9,Slot 22,Slot 25
28,Slot 23,Slot 26,
29,Slot 24,Slot 40,
30,Slot 26,Slot 34,
31,Slot 3,Slot 45,Slot 67
32,Slot 4,Slot 7,Slot 37
33,Slot 10,Slot 66,
34,Slot 2,Slot 64,
35,Slot 14,Slot 21,Slot 27
36,Slot 6,Slot 8,Slot 38
37,Slot 11,Slot 61,
38,Slot 5,Slot 48,
39,Slot 50,Slot 51,
40,Slot 16,Slot 54,Slot 62
41,Slot 23,Slot 45,Slot 47
42,Slot 17,Slot 62,
43,Slot 5,Slot 20,Slot 25
44,Slot 27,Slot 31,Slot 56
45,Slot 1,Slot 21,Slot 42
46,Slot 8,Slot 14,Slot 24
47,Slot 10,Slot 37,Slot 65
48,Slot 34,Slot 49,
49,Slot 11,Slot 41,Slot 58
50,Slot 12,Slot 30,Slot 46
