student,slot 1,slot 2,slot 3
1,Slot 23,Slot 40,
2,Slot 33,Slot 45,Slot 47
3,Slot 1,Slot 27,Slot 64
4,Slot 17,Slot 18,
5,Slot 19,Slot 51,Slot 61
6,Slot 22,Slot 30,Slot 46
7,Slot 26,Slot 29,Slot 41
8,Slot 6,Slot 25,Slot 58
9,Slot 32,Slot 57,Slot 67
10,Slot 26,Slot 55,
11,Slot 55,Slot 60,Slot 65
12,Slot 16,Slot 25,Slot 52
13,Slot 16,Slot 60,Slot 64
14,Slot 15,Slot 32,Slot 53
15,Slot 5,Slot 24,Slot 36
16,Slot 5,Slot 38,Slot 54
17,Slot 3,Slot 29,Slot 50
18,Slot 31,Slot 34,Slot 42
19,Slot 7,Slot 31,Slot 33
20,Slot 9,Slot 20,Slot 48
21,Slot 24,Slot 63,Slot 67
22,Slot 8,Slot 12,Slot 56
23,Slot 4,Slot 37,Slot 43
24,Slot 13,Slot 21,
25,Slot 2,Slot 36,Slot 57
26,Slot 13,Slot 42,Slot 50
27,Slot 14,Slot 15,
28,Slot 10,Slot 17,
29,Slot 39,Slot 59,
30,Slot 12,Slot 21,
31,Slot 28,Slot 53,Slot 63
32,Slot 3,Slot 38,Slot 66
33,Slot 22,Slot 48,
34,Slot 28,Slot 61,
35,Slot 11,Slot 19,
36,Slot 35,Slot 54,Slot 56
37,Slot 1,Slot 10,
38,Slot 43,Slot 66,
39,Slot 47,Slot 59,
40,Slot 37,Slot 49,Slot 52
41,Slot 2,Slot 4,Slot 44
42,Slot 9,Slot 58,Slot 62
43,Slot 20,Slot 46,
44,Slot 35,Slot 40,Slot 51
45,Slot 18,Slot 34,Slot 45
46,Slot 14,Slot 23,Slot 62
47,Slot 6,Slot 7,Slot 65
48,Slot 8,Slot 39,Slot 44
49,Slot 11,Slot 30,
50,Slot 27,Slot 41,Slot 49
