student,slot 1,slot 2,slot 3
1,Slot 8,Slot 59,
2,Slot 4,Slot 48,Slot 49
3,Slot 18,Slot 66,Slot 67
4,Slot 19,Slot 22,
5,Slot 11,Slot 45,Slot 57
6,Slot 8,Slot 23,Slot 33
7,Slot 28,Slot 29,Slot 50
8,Slot 5,Slot 31,Slot 34
9,Slot 37,Slot 40,Slot 67
10,Slot 19,Slot 27,Slot 32
11,Slot 1,Slot 62,
12,Slot 6,Slot 31,
13,Slot 7,Slot 55,Slot 66
14,Slot 24,Slot 41,Slot 55
15,Slot 3,Slot 17,
16,Slot 30,Slot 52,Slot 54
17,Slot 3,Slot 58,Slot 61
18,Slot 32,Slot 34,Slot 42
19,Slot 36,Slot 51,Slot 59
20,Slot 2,Slot 26,Slot 44
21,Slot 2,Slot 64,
22,Slot 12,Slot 48,Slot 62
23,Slot 47,Slot 53,Slot 64
24,Slot 13,Slot 35,
25,Slot 14,Slot 15,Slot 47
26,Slot 24,Slot 26,Slot 56
27,Slot 16,Slot 17,
28,Slot 20,Slot 21,
29,Slot 7,Slot 41,
30,Slot 13,Slot 30,Slot 49
31,Slot 39,Slot 65,
32,Slot 35,Slot 38,Slot 43
33,Slot 10,Slot 53,
34,Slot 9,Slot 33,
35,Slot 23,Slot 28,
36,Slot 6,Slot 45,Slot 60
37,Slot 12,Slot 14,
38,Slot 18,Slot 46,Slot 63
39,Slot 40,Slot 52,Slot 63
40,Slot 37,Slot 46,Slot 51
41,Slot 1,Slot 36,Slot 42
42,Slot 22,Slot 54,Slot 65
43,Slot 5,Slot 9,Slot 21
44,Slot 25,Slot 29,Slot 58
45,Slot 16,Slot 38,Slot 43
46,Slot 15,Slot 25,Slot 61
47,Slot 20,Slot 56,Slot 60
48,Slot 10,Slot 39,Slot 50
49,Slot 11,Slot 57,
50,Slot 4,Slot 27,Slot 44
