student,slot 1,slot 2,slot 3
1,Slot 1,Slot 36,
2,Slot 4,Slot 28,Slot 46
3,Slot 7,Slot 23,Slot 40
4,Slot 18,Slot 23,
5,Slot 1,Slot 20,Slot 49
6,Slot 24,Slot 30,Slot 43
7,Slot 3,Slot 32,Slot 47
8,Slot 25,Slot 32,Slot 53
9,Slot 9,Slot 33,Slot 34
10,Slot 12,Slot 26,Slot 56
11,Slot 6,Slot 59,Slot 63
12,Slot 15,Slot 62,Slot 66
13,Slot 57,Slot 59,Slot 61
14,Slot 33,Slot 52,Slot 55
15,Slot 37,Slot 57,
16,Slot 28,Slot 49,Slot 51
17,Slot 27,Slot 36,Slot 47
18,Slot 37,Slot 39,Slot 40
19,Slot 4,Slot 8,Slot 41
20,Slot 17,Slot 27,Slot 43
21,Slot 13,Slot 64,
22,Slot 11,Slot 44,Slot 58
23,Slot 7,Slot 55,
24,Slot 8,Slot 10,Slot 29
25,Slot 13,Slot 18,Slot 61
26,Slot 22,Slot 35,Slot 48
27,Slot 2,Slot 17,
28,Slot 14,Slot 35,
29,Slot 20,Slot 64,
30,Slot 21,Slot 22,
31,Slot 24,Slot 26,
32,Slot 30,Slot 39,Slot 62
33,Slot 11,Slot 53,
34,Slot 9,Slot 15,Slot 65
35,Slot 16,Slot 21,Slot 67
36,Slot 6,Slot 42,Slot 60
37,Slot 10,Slot 12,
38,Slot 19,Slot 42,
39,Slot 50,Slot 65,
40,Slot 38,Slot 48,Slot 54
41,Slot 2,Slot 38,Slot 52
42,Slot 25,Slot 58,Slot 63
43,Slot 3,Slot 45,Slot 56
44,Slot 5,Slot 29,Slot 34
45,Slot 5,Slot 19,Slot 50
46,Slot 14,Slot 31,Slot 67
47,Slot 16,Slot 60,Slot 66
48,Slot 41,Slot 51,
49,Slot 45,Slot 54,
50,Slot 31,Slot 44,Slot 46
