student,slot 1,slot 2,slot 3
1,Slot 9,Slot 28,
2,Slot 4,Slot 39,Slot 40
3,Slot 14,Slot 43,Slot 66
4,Slot 2,Slot 14,
5,Slot 21,Slot 22,Slot 49
6,Slot 4,Slot 33,Slot 34
7,Slot 25,Slot 40,Slot 48
8,Slot 23,Slot 26,Slot 49
9,Slot 27,Slot 32,
10,Slot 3,Slot 26,Slot 59
11,Slot 13,Slot 55,Slot 62
12,Slot 29,Slot 55,Slot 64
13,Slot 56,Slot 58,Slot 59
14,Slot 6,Slot 53,Slot 57
15,Slot 3,Slot 29,
16,Slot 32,Slot 46,Slot 50
17,Slot 23,Slot 34,Slot 48
18,Slot 30,Slot 35,Slot 38
19,Slot 36,Slot 38,Slot 67
20,Slot 16,Slot 36,Slot 45
21,Slot 8,Slot 11,
22,Slot 41,Slot 50,Slot 63
23,Slot 42,Slot 46,
24,Slot 10,Slot 28,
25,Slot 13,Slot 54,
26,Slot 7,Slot 24,Slot 51
27,Slot 12,Slot 63,
28,Slot 16,Slot 18,
29,Slot 2,Slot 7,
30,Slot 17,Slot 19,Slot 47
31,Slot 1,Slot 30,Slot 57
32,Slot 37,Slot 44,Slot 67
33,Slot 5,Slot 18,
34,Slot 8,Slot 9,Slot 27
35,Slot 22,Slot 33,Slot 66
36,Slot 6,Slot 42,Slot 60
37,Slot 10,Slot 53,
38,Slot 5,Slot 15,
39,Slot 12,Slot 54,
40,Slot 39,Slot 45,Slot 56
41,Slot 17,Slot 37,Slot 52
42,Slot 20,Slot 60,Slot 62
43,Slot 20,Slot 21,Slot 58
44,Slot 24,Slot 35,Slot 52
45,Slot 19,Slot 47,Slot 61
46,Slot 11,Slot 25,Slot 65
47,Slot 15,Slot 61,Slot 65
48,Slot 43,Slot 51,
49,Slot 1,Slot 31,Slot 64
50,Slot 31,Slot 41,Slot 44
