student,slot 1,slot 2,slot 3
1,Slot 53,Slot 62,
2,Slot 28,Slot 42,Slot 47
3,Slot 23,Slot 35,Slot 62
4,Slot 17,Slot 40,
5,Slot 10,Slot 33,Slot 50
6,Slot 25,Slot 27,Slot 67
7,Slot 31,Slot 50,Slot 65
8,Slot 34,Slot 36,Slot 56
9,Slot 9,Slot 14,Slot 32
10,Slot 12,Slot 39,
11,Slot 6,Slot 27,Slot 64
12,Slot 57,Slot 64,Slot 66
13,Slot 54,Slot 58,Slot 67
14,Slot 22,Slot 48,Slot 54
15,Slot 37,Slot 57,
16,Slot 6,Slot 26,Slot 46
17,Slot 4,Slot 34,Slot 59
18,Slot 41,Slot 44,Slot 48
19,Slot 8,Slot 41,Slot 43
20,Slot 15,Slot 37,Slot 49
21,Slot 1,Slot 2,Slot 55
22,Slot 14,Slot 55,Slot 56
23,Slot 7,Slot 46,Slot 51
24,Slot 26,Slot 63,
25,Slot 13,Slot 18,Slot 43
26,Slot 17,Slot 19,Slot 63
27,Slot 19,Slot 21,
28,Slot 16,Slot 22,
29,Slot 15,Slot 60,
30,Slot 23,Slot 29,
31,Slot 21,Slot 32,Slot 58
32,Slot 25,Slot 39,Slot 66
33,Slot 11,Slot 53,
34,Slot 18,Slot 59,
35,Slot 2,Slot 13,
36,Slot 30,Slot 51,Slot 52
37,Slot 9,Slot 10,Slot 16
38,Slot 11,Slot 35,
39,Slot 38,Slot 65,
40,Slot 28,Slot 42,
41,Slot 24,Slot 30,Slot 47
42,Slot 3,Slot 5,Slot 8
43,Slot 3,Slot 44,Slot 45
44,Slot 29,Slot 31,Slot 61
45,Slot 5,Slot 12,Slot 38
46,Slot 20,Slot 33,Slot 61
47,Slot 20,Slot 52,Slot 60
48,Slot 7,Slot 36,Slot 40
49,Slot 1,Slot 45,
50,Slot 4,Slot 24,Slot 49
