student,slot 1,slot 2,slot 3
1,Slot 3,Slot 23,
2,Slot 43,Slot 47,Slot 48
3,Slot 7,Slot 22,Slot 42
4,Slot 16,Slot 22,
5,Slot 1,Slot 13,Slot 56
6,Slot 13,Slot 17,Slot 49
7,Slot 18,Slot 19,Slot 52
8,Slot 25,Slot 26,Slot 51
9,Slot 28,Slot 33,Slot 63
10,Slot 57,Slot 60,
11,Slot 61,Slot 62,
12,Slot 8,Slot 14,Slot 59
13,Slot 31,Slot 36,Slot 61
14,Slot 4,Slot 50,Slot 53
15,Slot 6,Slot 31,Slot 41
16,Slot 5,Slot 33,Slot 50
17,Slot 5,Slot 25,Slot 39
18,Slot 4,Slot 40,Slot 44
19,Slot 39,Slot 42,Slot 67
20,Slot 20,Slot 43,Slot 46
21,Slot 12,Slot 65,
22,Slot 11,Slot 45,Slot 62
23,Slot 54,Slot 57,
24,Slot 3,Slot 9,Slot 14
25,Slot 6,Slot 15,Slot 16
26,Slot 24,Slot 38,Slot 54
27,Slot 17,Slot 23,
28,Slot 15,Slot 37,
29,Slot 7,Slot 18,
30,Slot 2,Slot 66,
31,Slot 21,Slot 34,
32,Slot 32,Slot 40,Slot 63
33,Slot 26,Slot 47,
34,Slot 29,Slot 64,Slot 66
35,Slot 9,Slot 20,Slot 36
36,Slot 37,Slot 56,Slot 59
37,Slot 2,Slot 10,
38,Slot 10,Slot 49,
39,Slot 12,Slot 48,
40,Slot 35,Slot 45,Slot 51
41,Slot 19,Slot 38,Slot 53
42,Slot 27,Slot 58,Slot 64
43,Slot 24,Slot 27,Slot 58
44,Slot 28,Slot 29,Slot 55
45,Slot 21,Slot 34,Slot 55
46,Slot 1,Slot 41,Slot 67
47,Slot 8,Slot 30,Slot 65
48,Slot 46,Slot 52,
49,Slot 11,Slot 35,Slot 60
50,Slot 30,Slot 32,Slot 44
