student,slot 1,slot 2,slot 3
1,Slot 57,Slot 61,Slot 62
2,Slot 4,Slot 51,Slot 55
3,Slot 12,Slot 13,Slot 64
4,Slot 6,Slot 26,
5,Slot 1,Slot 18,Slot 50
6,Slot 15,Slot 34,Slot 45
7,Slot 22,Slot 23,Slot 39
8,Slot 27,Slot 31,Slot 56
9,Slot 8,Slot 33,Slot 34
10,Slot 19,Slot 32,
11,Slot 3,Slot 36,Slot 52
12,Slot 9,Slot 28,
13,Slot 9,Slot 56,Slot 58
14,Slot 2,Slot 37,Slot 51
15,Slot 3,Slot 33,
16,Slot 7,Slot 47,Slot 58
17,Slot 11,Slot 60,Slot 63
18,Slot 31,Slot 43,Slot 48
19,Slot 37,Slot 38,
20,Slot 25,Slot 28,Slot 41
21,Slot 18,Slot 65,
22,Slot 15,Slot 47,Slot 67
23,Slot 29,Slot 44,Slot 57
24,Slot 10,Slot 30,
25,Slot 13,Slot 16,Slot 44
26,Slot 30,Slot 53,Slot 59
27,Slot 17,Slot 53,
28,Slot 16,Slot 21,
29,Slot 24,Slot 41,
30,Slot 10,Slot 19,Slot 49
31,Slot 2,Slot 35,
32,Slot 5,Slot 38,Slot 40
33,Slot 5,Slot 21,
34,Slot 8,Slot 35,Slot 66
35,Slot 25,Slot 59,
36,Slot 46,Slot 65,Slot 67
37,Slot 1,Slot 14,Slot 62
38,Slot 14,Slot 54,
39,Slot 20,Slot 54,
40,Slot 42,Slot 43,Slot 61
41,Slot 20,Slot 39,Slot 40
42,Slot 45,Slot 60,Slot 63
43,Slot 23,Slot 27,Slot 55
44,Slot 22,Slot 32,Slot 50
45,Slot 24,Slot 29,Slot 36
46,Slot 11,Slot 17,Slot 66
47,Slot 6,Slot 7,Slot 64
48,Slot 42,Slot 52,
49,Slot 12,Slot 48,Slot 49
50,Slot 4,Slot 26,Slot 46
