student,slot 1,slot 2,slot 3
1,Slot 40,Slot 60,
2,Slot 4,Slot 37,Slot 38
3,Slot 62,Slot 65,
4,Slot 19,Slot 64,
5,Slot 12,Slot 20,Slot 54
6,Slot 9,Slot 28,Slot 33
7,Slot 3,Slot 45,Slot 52
8,Slot 14,Slot 31,Slot 56
9,Slot 28,Slot 36,Slot 63
10,Slot 29,Slot 41,
11,Slot 40,Slot 59,Slot 64
12,Slot 6,Slot 20,Slot 67
13,Slot 7,Slot 57,Slot 60
14,Slot 7,Slot 34,Slot 55
15,Slot 32,Slot 36,
16,Slot 33,Slot 47,Slot 50
17,Slot 14,Slot 30,Slot 52
18,Slot 32,Slot 38,Slot 41
19,Slot 1,Slot 39,
20,Slot 18,Slot 43,Slot 48
21,Slot 10,Slot 51,
22,Slot 2,Slot 46,Slot 65
23,Slot 47,Slot 49,Slot 54
24,Slot 3,Slot 12,Slot 57
25,Slot 16,Slot 45,
26,Slot 17,Slot 27,Slot 56
27,Slot 2,Slot 21,
28,Slot 15,Slot 24,
29,Slot 8,Slot 10,
30,Slot 15,Slot 25,Slot 51
31,Slot 8,Slot 24,Slot 35
32,Slot 37,Slot 44,Slot 62
33,Slot 5,Slot 25,
34,Slot 11,Slot 35,Slot 67
35,Slot 21,Slot 23,
36,Slot 42,Slot 58,Slot 61
37,Slot 13,Slot 19,
38,Slot 5,Slot 17,Slot 63
39,Slot 22,Slot 50,
40,Slot 34,Slot 46,Slot 53
41,Slot 4,Slot 26,Slot 42
42,Slot 26,Slot 59,Slot 61
43,Slot 1,Slot 27,Slot 49
44,Slot 29,Slot 31,Slot 58
45,Slot 9,Slot 23,Slot 39
46,Slot 13,Slot 18,Slot 66
47,Slot 6,Slot 16,Slot 66
48,Slot 48,Slot 53,
49,Slot 11,Slot 22,Slot 55
50,Slot 30,Slot 43,Slot 44
