student,slot 1,slot 2,slot 3
1,Slot 3,Slot 55,
2,Slot 6,Slot 30,Slot 49
3,Slot 1,Slot 8,Slot 43
4,Slot 16,Slot 21,
5,Slot 12,Slot 35,Slot 45
6,Slot 17,Slot 33,Slot 38
7,Slot 25,Slot 41,Slot 61
8,Slot 23,Slot 27,Slot 54
9,Slot 26,Slot 37,Slot 65
10,Slot 13,Slot 29,
11,Slot 27,Slot 56,Slot 63
12,Slot 2,Slot 51,Slot 64
13,Slot 54,Slot 55,Slot 56
14,Slot 7,Slot 51,Slot 57
15,Slot 25,Slot 28,
16,Slot 32,Slot 40,Slot 48
17,Slot 17,Slot 28,Slot 42
18,Slot 29,Slot 31,Slot 32
19,Slot 30,Slot 35,Slot 67
20,Slot 20,Slot 22,Slot 39
21,Slot 7,Slot 14,
22,Slot 11,Slot 40,Slot 63
23,Slot 45,Slot 49,
24,Slot 12,Slot 34,
25,Slot 13,Slot 53,Slot 60
26,Slot 26,Slot 38,Slot 44
27,Slot 15,Slot 20,
28,Slot 2,Slot 36,
29,Slot 16,Slot 24,
30,Slot 18,Slot 19,Slot 44
31,Slot 3,Slot 64,
32,Slot 6,Slot 36,Slot 47
33,Slot 5,Slot 14,
34,Slot 31,Slot 59,Slot 67
35,Slot 22,Slot 39,
36,Slot 41,Slot 58,Slot 60
37,Slot 1,Slot 9,
38,Slot 11,Slot 50,Slot 59
39,Slot 15,Slot 52,
40,Slot 4,Slot 43,Slot 58
41,Slot 18,Slot 42,Slot 46
42,Slot 62,Slot 65,Slot 66
43,Slot 21,Slot 24,Slot 62
44,Slot 19,Slot 33,Slot 46
45,Slot 23,Slot 52,Slot 57
46,Slot 8,Slot 10,Slot 61
47,Slot 9,Slot 48,Slot 66
48,Slot 47,Slot 53,
49,Slot 10,Slot 34,Slot 50
50,Slot 4,Slot 5,Slot 37
