student,slot 1,slot 2,slot 3
1,Slot 1,Slot 24,
2,Slot 29,Slot 39,Slot 40
3,Slot 3,Slot 30,Slot 60
4,Slot 16,Slot 39,
5,Slot 13,Slot 51,Slot 53
6,Slot 31,Slot 46,Slot 53
7,Slot 20,Slot 24,Slot 38
8,Slot 23,Slot 41,Slot 55
9,Slot 25,Slot 35,Slot 67
10,Slot 26,Slot 58,Slot 63
11,Slot 46,Slot 65,
12,Slot 56,Slot 62,Slot 64
13,Slot 52,Slot 55,Slot 66
14,Slot 28,Slot 37,Slot 48
15,Slot 32,Slot 45,Slot 59
16,Slot 5,Slot 14,Slot 54
17,Slot 9,Slot 50,
18,Slot 23,Slot 36,Slot 44
19,Slot 37,Slot 40,Slot 67
20,Slot 7,Slot 15,Slot 49
21,Slot 45,Slot 63,
22,Slot 8,Slot 10,Slot 57
23,Slot 4,Slot 42,Slot 66
24,Slot 3,Slot 11,
25,Slot 15,Slot 17,Slot 36
26,Slot 19,Slot 31,Slot 56
27,Slot 9,Slot 13,
28,Slot 18,Slot 48,
29,Slot 12,Slot 61,
30,Slot 2,Slot 18,
31,Slot 6,Slot 20,Slot 25
32,Slot 26,Slot 33,Slot 62
33,Slot 35,Slot 64,
34,Slot 27,Slot 60,
35,Slot 14,Slot 28,
36,Slot 33,Slot 51,Slot 52
37,Slot 1,Slot 10,
38,Slot 7,Slot 19,Slot 42
39,Slot 21,Slot 41,
40,Slot 5,Slot 30,Slot 49
41,Slot 4,Slot 34,Slot 65
42,Slot 16,Slot 57,Slot 61
43,Slot 21,Slot 22,Slot 47
44,Slot 22,Slot 32,Slot 58
45,Slot 17,Slot 38,Slot 43
46,Slot 6,Slot 8,Slot 12
47,Slot 2,Slot 54,Slot 59
48,Slot 34,Slot 44,
49,Slot 11,Slot 29,Slot 50
50,Slot 27,Slot 43,Slot 47
