student,slot 1,slot 2,slot 3
1,Slot 50,Slot 61,
2,Slot 44,Slot 49,Slot 51
3,Slot 1,Slot 39,Slot 44
4,Slot 15,Slot 33,Slot 46
5,Slot 7,Slot 13,Slot 38
6,Slot 16,Slot 20,Slot 36
7,Slot 5,Slot 25,Slot 28
8,Slot 6,Slot 29,Slot 43
9,Slot 28,Slot 33,
10,Slot 3,Slot 57,Slot 65
11,Slot 42,Slot 63,
12,Slot 27,Slot 29,
13,Slot 30,Slot 63,
14,Slot 39,Slot 49,Slot 60
15,Slot 8,Slot 22,Slot 53
16,Slot 53,Slot 57,
17,Slot 19,Slot 25,Slot 43
18,Slot 31,Slot 41,Slot 54
19,Slot 3,Slot 60,
20,Slot 26,Slot 32,Slot 56
21,Slot 18,Slot 55,Slot 65
22,Slot 56,Slot 62,Slot 64
23,Slot 38,Slot 55,Slot 66
24,Slot 34,Slot 52,Slot 59
25,Slot 4,Slot 15,Slot 45
26,Slot 14,Slot 26,Slot 47
27,Slot 4,Slot 9,Slot 18
28,Slot 20,Slot 21,Slot 37
29,Slot 24,Slot 40,
30,Slot 9,Slot 17,Slot 23
31,Slot 31,Slot 45,Slot 67
32,Slot 7,Slot 37,Slot 46
33,Slot 10,Slot 66,
34,Slot 2,Slot 67,
35,Slot 14,Slot 22,Slot 32
36,Slot 6,Slot 35,Slot 58
37,Slot 11,Slot 54,Slot 61
38,Slot 47,Slot 48,
39,Slot 12,Slot 51,
40,Slot 8,Slot 17,Slot 59
41,Slot 23,Slot 42,Slot 52
42,Slot 12,Slot 62,
43,Slot 2,Slot 5,Slot 19
44,Slot 27,Slot 35,Slot 36
45,Slot 1,Slot 21,Slot 48
46,Slot 16,Slot 24,
47,Slot 10,Slot 40,Slot 64
48,Slot 34,Slot 50,
49,Slot 11,Slot 41,
50,Slot 13,Slot 30,Slot 58
