student,slot 1,slot 2,slot 3
1,Slot 10,Slot 63,
2,Slot 39,Slot 40,Slot 48
3,Slot 40,Slot 56,
4,Slot 20,Slot 21,
5,Slot 10,Slot 16,Slot 54
6,Slot 18,Slot 35,Slot 42
7,Slot 26,Slot 27,Slot 39
8,Slot 24,Slot 29,Slot 55
9,Slot 29,Slot 32,Slot 60
10,Slot 26,Slot 59,
11,Slot 15,Slot 53,
12,Slot 3,Slot 67,
13,Slot 8,Slot 41,Slot 57
14,Slot 15,Slot 38,Slot 50
15,Slot 1,Slot 3,Slot 30
16,Slot 5,Slot 27,Slot 49
17,Slot 28,Slot 51,Slot 64
18,Slot 30,Slot 33,Slot 43
19,Slot 31,Slot 36,
20,Slot 4,Slot 18,Slot 45
21,Slot 12,Slot 66,
22,Slot 5,Slot 62,Slot 63
23,Slot 9,Slot 43,Slot 52
24,Slot 11,Slot 34,
25,Slot 13,Slot 17,Slot 49
26,Slot 23,Slot 37,Slot 54
27,Slot 7,Slot 17,Slot 58
28,Slot 2,Slot 66,
29,Slot 22,Slot 28,
30,Slot 20,Slot 25,Slot 47
31,Slot 6,Slot 9,Slot 31
32,Slot 6,Slot 37,Slot 61
33,Slot 12,Slot 48,Slot 57
34,Slot 7,Slot 14,
35,Slot 2,Slot 23,
36,Slot 45,Slot 61,Slot 65
37,Slot 11,Slot 14,Slot 62
38,Slot 16,Slot 47,
39,Slot 19,Slot 50,
40,Slot 36,Slot 46,Slot 53
41,Slot 4,Slot 24,Slot 44
42,Slot 22,Slot 58,Slot 64
43,Slot 25,Slot 34,Slot 52
44,Slot 32,Slot 41,Slot 56
45,Slot 21,Slot 38,Slot 46
46,Slot 13,Slot 59,Slot 65
47,Slot 35,Slot 60,Slot 67
48,Slot 44,Slot 51,
49,Slot 1,Slot 8,Slot 55
50,Slot 19,Slot 33,Slot 42
