student,slot 1,slot 2,slot 3
1,Slot 40,Slot 65,
2,Slot 33,Slot 35,Slot 45
3,Slot 1,Slot 4,Slot 27
4,Slot 5,Slot 16,Slot 24
5,Slot 2,Slot 61,Slot 62
6,Slot 22,Slot 26,Slot 65
7,Slot 3,Slot 29,Slot 52
8,Slot 6,Slot 27,Slot 41
9,Slot 30,Slot 57,
10,Slot 15,Slot 25,
11,Slot 55,Slot 58,
12,Slot 20,Slot 30,
13,Slot 60,Slot 64,
14,Slot 24,Slot 47,Slot 54
15,Slot 20,Slot 36,Slot 51
16,Slot 38,Slot 54,Slot 67
17,Slot 31,Slot 32,Slot 51
18,Slot 31,Slot 34,Slot 50
19,Slot 18,Slot 33,Slot 34
20,Slot 7,Slot 17,Slot 48
21,Slot 10,Slot 46,Slot 63
22,Slot 10,Slot 53,Slot 67
23,Slot 38,Slot 44,Slot 46
24,Slot 21,Slot 28,
25,Slot 12,Slot 41,Slot 57
26,Slot 14,Slot 42,Slot 52
27,Slot 6,Slot 16,Slot 29
28,Slot 2,Slot 13,
29,Slot 39,Slot 61,
30,Slot 12,Slot 22,
31,Slot 28,Slot 53,Slot 63
32,Slot 32,Slot 36,Slot 43
33,Slot 23,Slot 49,
34,Slot 60,Slot 64,
35,Slot 11,Slot 21,
36,Slot 35,Slot 55,Slot 56
37,Slot 1,Slot 15,
38,Slot 39,Slot 66,
39,Slot 43,Slot 59,
40,Slot 45,Slot 48,Slot 49
41,Slot 4,Slot 19,Slot 47
42,Slot 9,Slot 56,Slot 66
43,Slot 9,Slot 23,Slot 44
44,Slot 25,Slot 40,Slot 59
45,Slot 17,Slot 19,Slot 50
46,Slot 13,Slot 18,Slot 62
47,Slot 7,Slot 37,Slot 58
48,Slot 8,Slot 37,Slot 42
49,Slot 3,Slot 8,Slot 11
50,Slot 5,Slot 14,Slot 26
