student,slot 1,slot 2,slot 3
1,Slot 22,Slot 50,
2,Slot 42,Slot 44,Slot 47
3,Slot 9,Slot 10,Slot 42
4,Slot 17,Slot 21,
5,Slot 13,Slot 15,Slot 58
6,Slot 16,Slot 19,Slot 45
7,Slot 2,Slot 4,Slot 22
8,Slot 28,Slot 31,Slot 49
9,Slot 9,Slot 28,Slot 33
10,Slot 57,Slot 61,Slot 63
11,Slot 18,Slot 63,Slot 67
12,Slot 29,Slot 32,
13,Slot 30,Slot 34,Slot 67
14,Slot 38,Slot 39,Slot 60
15,Slot 5,Slot 6,Slot 18
16,Slot 6,Slot 53,Slot 54
17,Slot 12,Slot 29,Slot 57
18,Slot 37,Slot 41,Slot 45
19,Slot 35,Slot 60,
20,Slot 3,Slot 27,Slot 46
21,Slot 20,Slot 64,
22,Slot 16,Slot 49,Slot 66
23,Slot 52,Slot 55,Slot 61
24,Slot 36,Slot 59,Slot 65
25,Slot 11,Slot 17,Slot 54
26,Slot 33,Slot 48,Slot 56
27,Slot 19,Slot 24,
28,Slot 23,Slot 43,
29,Slot 24,Slot 27,
30,Slot 25,Slot 26,Slot 55
31,Slot 4,Slot 26,
32,Slot 37,Slot 44,Slot 53
33,Slot 5,Slot 66,
34,Slot 3,Slot 39,
35,Slot 14,Slot 25,
36,Slot 7,Slot 46,Slot 65
37,Slot 11,Slot 13,
38,Slot 14,Slot 50,
39,Slot 51,Slot 56,
40,Slot 43,Slot 48,Slot 62
41,Slot 23,Slot 40,Slot 47
42,Slot 8,Slot 20,Slot 62
43,Slot 2,Slot 32,Slot 52
44,Slot 31,Slot 38,Slot 58
45,Slot 1,Slot 21,Slot 35
46,Slot 7,Slot 12,Slot 15
47,Slot 8,Slot 10,Slot 64
48,Slot 34,Slot 51,
49,Slot 1,Slot 41,Slot 59
50,Slot 30,Slot 36,Slot 40
