student,slot 1,slot 2,slot 3
1,Slot 26,Slot 62,
2,Slot 28,Slot 43,Slot 46
3,Slot 23,Slot 35,Slot 36
4,Slot 17,Slot 40,Slot 48
5,Slot 1,Slot 33,Slot 58
6,Slot 5,Slot 22,Slot 27
7,Slot 31,Slot 47,Slot 65
8,Slot 4,Slot 31,Slot 33
9,Slot 14,Slot 32,
10,Slot 12,Slot 34,Slot 64
11,Slot 6,Slot 55,Slot 66
12,Slot 57,Slot 67,
13,Slot 7,Slot 15,
14,Slot 17,Slot 44,Slot 55
15,Slot 19,Slot 54,Slot 57
16,Slot 25,Slot 46,Slot 67
17,Slot 24,Slot 37,Slot 52
18,Slot 5,Slot 36,Slot 38
19,Slot 4,Slot 41,
20,Slot 9,Slot 16,Slot 51
21,Slot 2,Slot 47,Slot 61
22,Slot 6,Slot 12,Slot 58
23,Slot 7,Slot 50,Slot 51
24,Slot 26,Slot 63,
25,Slot 10,Slot 18,Slot 42
26,Slot 2,Slot 34,Slot 52
27,Slot 21,Slot 28,Slot 61
28,Slot 13,Slot 21,
29,Slot 16,Slot 60,
30,Slot 3,Slot 29,
31,Slot 25,Slot 30,Slot 63
32,Slot 30,Slot 39,Slot 41
33,Slot 11,Slot 53,
34,Slot 53,Slot 64,
35,Slot 19,Slot 20,
36,Slot 37,Slot 56,Slot 59
37,Slot 10,Slot 18,
38,Slot 11,Slot 38,
39,Slot 43,Slot 65,
40,Slot 3,Slot 48,Slot 56
41,Slot 32,Slot 49,Slot 66
42,Slot 8,Slot 22,Slot 50
43,Slot 24,Slot 42,Slot 45
44,Slot 14,Slot 29,Slot 60
45,Slot 9,Slot 15,Slot 44
46,Slot 13,Slot 20,Slot 62
47,Slot 35,Slot 40,Slot 59
48,Slot 8,Slot 39,Slot 49
49,Slot 1,Slot 45,
50,Slot 23,Slot 27,Slot 54
