student,slot 1,slot 2,slot 3
1,Slot 25,Slot 67,
2,Slot 8,Slot 29,Slot 57
3,Slot 10,Slot 30,Slot 66
4,Slot 17,Slot 39,Slot 43
5,Slot 11,Slot 53,Slot 62
6,Slot 22,Slot 53,Slot 54
7,Slot 4,Slot 21,
8,Slot 28,Slot 37,Slot 41
9,Slot 29,Slot 35,
10,Slot 27,Slot 32,
11,Slot 46,Slot 65,
12,Slot 18,Slot 62,Slot 64
13,Slot 5,Slot 48,Slot 60
14,Slot 4,Slot 31,Slot 42
15,Slot 31,Slot 45,Slot 55
16,Slot 14,Slot 47,Slot 60
17,Slot 9,Slot 56,
18,Slot 9,Slot 36,Slot 52
19,Slot 37,Slot 40,
20,Slot 16,Slot 50,Slot 61
21,Slot 43,Slot 45,Slot 59
22,Slot 5,Slot 13,Slot 61
23,Slot 36,Slot 46,Slot 66
24,Slot 18,Slot 24,Slot 63
25,Slot 14,Slot 15,Slot 38
26,Slot 6,Slot 12,Slot 56
27,Slot 19,Slot 49,Slot 63
28,Slot 20,Slot 48,
29,Slot 6,Slot 8,Slot 51
30,Slot 2,Slot 3,Slot 10
31,Slot 23,Slot 24,Slot 58
32,Slot 26,Slot 33,Slot 42
33,Slot 35,Slot 64,
34,Slot 26,Slot 59,
35,Slot 1,Slot 15,
36,Slot 32,Slot 51,Slot 52
37,Slot 1,Slot 13,
38,Slot 34,Slot 44,
39,Slot 21,Slot 41,
40,Slot 30,Slot 49,Slot 55
41,Slot 33,Slot 47,Slot 65
42,Slot 20,Slot 57,
43,Slot 22,Slot 25,Slot 44
44,Slot 27,Slot 28,Slot 67
45,Slot 16,Slot 19,Slot 38
46,Slot 7,Slot 12,Slot 17
47,Slot 2,Slot 54,Slot 58
48,Slot 7,Slot 34,Slot 39
49,Slot 11,Slot 40,
50,Slot 3,Slot 23,Slot 50
