student,slot 1,slot 2,slot 3
1,Slot 36,Slot 58,
2,Slot 37,Slot 42,Slot 46
3,Slot 39,Slot 43,
4,Slot 21,Slot 24,Slot 53
5,Slot 20,Slot 26,Slot 61
6,Slot 25,Slot 40,Slot 46
7,Slot 19,Slot 27,Slot 49
8,Slot 3,Slot 4,Slot 45
9,Slot 7,Slot 37,
10,Slot 28,Slot 31,
11,Slot 5,Slot 7,
12,Slot 29,Slot 32,Slot 62
13,Slot 6,Slot 8,Slot 56
14,Slot 24,Slot 42,Slot 52
15,Slot 9,Slot 33,Slot 35
16,Slot 45,Slot 51,Slot 62
17,Slot 2,Slot 17,Slot 54
18,Slot 23,Slot 33,Slot 53
19,Slot 12,Slot 39,
20,Slot 14,Slot 55,Slot 64
21,Slot 5,Slot 11,Slot 36
22,Slot 1,Slot 56,Slot 67
23,Slot 44,Slot 48,Slot 54
24,Slot 10,Slot 21,
25,Slot 14,Slot 34,Slot 41
26,Slot 17,Slot 23,Slot 58
27,Slot 20,Slot 30,Slot 65
28,Slot 15,Slot 65,
29,Slot 35,Slot 66,
30,Slot 22,Slot 30,Slot 61
31,Slot 8,Slot 32,Slot 66
32,Slot 19,Slot 41,
33,Slot 12,Slot 50,
34,Slot 31,Slot 64,
35,Slot 2,Slot 25,
36,Slot 6,Slot 40,Slot 60
37,Slot 13,Slot 15,
38,Slot 1,Slot 47,
39,Slot 11,Slot 47,
40,Slot 44,Slot 57,Slot 59
41,Slot 26,Slot 38,Slot 48
42,Slot 10,Slot 16,Slot 59
43,Slot 28,Slot 29,Slot 52
44,Slot 22,Slot 27,Slot 63
45,Slot 18,Slot 43,Slot 50
46,Slot 3,Slot 9,Slot 16
47,Slot 4,Slot 18,Slot 67
48,Slot 49,Slot 55,Slot 60
49,Slot 13,Slot 38,Slot 63
50,Slot 34,Slot 51,Slot 57
