student,slot 1,slot 2,slot 3
1,Slot 10,Slot 11,
2,Slot 43,Slot 47,Slot 48
3,Slot 8,Slot 18,Slot 38
4,Slot 14,Slot 23,
5,Slot 1,Slot 5,Slot 67
6,Slot 23,Slot 35,Slot 43
7,Slot 3,Slot 22,Slot 49
8,Slot 25,Slot 29,Slot 50
9,Slot 7,Slot 30,Slot 38
10,Slot 6,Slot 26,Slot 32
11,Slot 61,Slot 63,
12,Slot 31,Slot 58,Slot 67
13,Slot 60,Slot 62,Slot 63
14,Slot 30,Slot 52,Slot 56
15,Slot 4,Slot 31,
16,Slot 36,Slot 47,Slot 52
17,Slot 5,Slot 25,Slot 39
18,Slot 37,Slot 41,Slot 57
19,Slot 15,Slot 39,
20,Slot 28,Slot 41,Slot 44
21,Slot 17,Slot 57,
22,Slot 13,Slot 46,Slot 65
23,Slot 49,Slot 53,
24,Slot 1,Slot 8,Slot 36
25,Slot 19,Slot 21,Slot 61
26,Slot 20,Slot 34,Slot 50
27,Slot 2,Slot 19,
28,Slot 17,Slot 18,
29,Slot 9,Slot 24,
30,Slot 9,Slot 22,Slot 24
31,Slot 32,Slot 48,
32,Slot 35,Slot 42,Slot 66
33,Slot 2,Slot 42,
34,Slot 7,Slot 27,Slot 65
35,Slot 20,Slot 37,Slot 64
36,Slot 33,Slot 54,Slot 55
37,Slot 13,Slot 14,
38,Slot 16,Slot 40,
39,Slot 21,Slot 45,
40,Slot 46,Slot 51,Slot 53
41,Slot 12,Slot 33,Slot 58
42,Slot 6,Slot 26,Slot 66
43,Slot 27,Slot 28,Slot 51
44,Slot 3,Slot 29,Slot 56
45,Slot 15,Slot 40,Slot 54
46,Slot 10,Slot 60,Slot 64
47,Slot 16,Slot 55,Slot 62
48,Slot 4,Slot 59,
49,Slot 11,Slot 12,Slot 59
50,Slot 34,Slot 44,Slot 45
