student,slot 1,slot 2,slot 3
1,Slot 45,Slot 61,
2,Slot 44,Slot 47,Slot 48
3,Slot 9,Slot 28,Slot 41
4,Slot 21,Slot 24,
5,Slot 13,Slot 31,Slot 54
6,Slot 19,Slot 25,Slot 50
7,Slot 27,Slot 32,Slot 46
8,Slot 7,Slot 34,Slot 53
9,Slot 32,Slot 36,Slot 67
10,Slot 36,Slot 60,
11,Slot 14,Slot 26,Slot 63
12,Slot 7,Slot 23,Slot 59
13,Slot 6,Slot 8,Slot 62
14,Slot 39,Slot 46,Slot 56
15,Slot 37,Slot 38,
16,Slot 30,Slot 51,Slot 52
17,Slot 23,Slot 37,Slot 53
18,Slot 12,Slot 41,Slot 49
19,Slot 4,Slot 43,Slot 64
20,Slot 4,Slot 5,Slot 20
21,Slot 1,Slot 8,
22,Slot 6,Slot 15,Slot 52
23,Slot 10,Slot 47,Slot 49
24,Slot 14,Slot 31,
25,Slot 17,Slot 24,Slot 43
26,Slot 20,Slot 33,Slot 55
27,Slot 25,Slot 65,
28,Slot 16,Slot 35,
29,Slot 21,Slot 67,
30,Slot 27,Slot 29,
31,Slot 33,Slot 34,Slot 62
32,Slot 35,Slot 45,Slot 63
33,Slot 2,Slot 10,
34,Slot 19,Slot 66,
35,Slot 22,Slot 40,Slot 64
36,Slot 39,Slot 58,Slot 59
37,Slot 11,Slot 15,
38,Slot 11,Slot 42,
39,Slot 9,Slot 55,
40,Slot 51,Slot 54,Slot 58
41,Slot 16,Slot 40,Slot 48
42,Slot 18,Slot 60,Slot 61
43,Slot 5,Slot 22,Slot 26
44,Slot 29,Slot 30,Slot 57
45,Slot 3,Slot 17,Slot 44
46,Slot 13,Slot 18,Slot 66
47,Slot 2,Slot 56,Slot 65
48,Slot 38,Slot 42,
49,Slot 1,Slot 12,Slot 57
50,Slot 3,Slot 28,Slot 50
