student,slot 1,slot 2,slot 3
1,Slot 1,Slot 19,
2,Slot 43,Slot 44,Slot 46
3,Slot 10,Slot 24,Slot 65
4,Slot 23,Slot 24,
5,Slot 13,Slot 50,Slot 51
6,Slot 18,Slot 44,Slot 47
7,Slot 19,Slot 25,Slot 40
8,Slot 3,Slot 27,Slot 53
9,Slot 31,Slot 38,Slot 67
10,Slot 35,Slot 55,
11,Slot 31,Slot 61,Slot 63
12,Slot 6,Slot 59,Slot 67
13,Slot 8,Slot 55,Slot 60
14,Slot 35,Slot 41,Slot 54
15,Slot 33,Slot 42,
16,Slot 29,Slot 53,Slot 54
17,Slot 16,Slot 30,Slot 56
18,Slot 29,Slot 39,Slot 43
19,Slot 33,Slot 37,
20,Slot 2,Slot 38,Slot 48
21,Slot 15,Slot 66,
22,Slot 41,Slot 49,Slot 65
23,Slot 42,Slot 50,Slot 60
24,Slot 13,Slot 30,
25,Slot 15,Slot 18,Slot 46
26,Slot 21,Slot 34,Slot 51
27,Slot 2,Slot 66,
28,Slot 16,Slot 59,
29,Slot 20,Slot 45,
30,Slot 12,Slot 22,Slot 49
31,Slot 9,Slot 21,Slot 37
32,Slot 4,Slot 9,Slot 64
33,Slot 11,Slot 52,
34,Slot 8,Slot 34,
35,Slot 7,Slot 22,Slot 26
36,Slot 6,Slot 7,Slot 61
37,Slot 10,Slot 25,
38,Slot 5,Slot 17,
39,Slot 14,Slot 47,
40,Slot 36,Slot 52,Slot 58
41,Slot 27,Slot 39,Slot 40
42,Slot 26,Slot 57,Slot 63
43,Slot 3,Slot 5,Slot 28
44,Slot 28,Slot 32,Slot 58
45,Slot 4,Slot 20,Slot 23
46,Slot 12,Slot 14,Slot 62
47,Slot 56,Slot 62,Slot 64
48,Slot 36,Slot 45,
49,Slot 1,Slot 11,Slot 57
50,Slot 17,Slot 32,Slot 48
