student,slot 1,slot 2,slot 3
1,Slot 33,Slot 55,
2,Slot 42,Slot 43,Slot 57
3,Slot 13,Slot 34,Slot 61
4,Slot 20,Slot 24,Slot 59
5,Slot 1,Slot 13,Slot 51
6,Slot 4,Slot 21,Slot 39
7,Slot 28,Slot 38,Slot 44
8,Slot 29,Slot 30,Slot 35
9,Slot 3,Slot 31,
10,Slot 7,Slot 10,
11,Slot 60,Slot 63,
12,Slot 8,Slot 58,Slot 66
13,Slot 6,Slot 52,Slot 67
14,Slot 28,Slot 37,Slot 56
15,Slot 19,Slot 47,Slot 57
16,Slot 9,Slot 42,Slot 49
17,Slot 15,Slot 29,Slot 52
18,Slot 3,Slot 30,Slot 40
19,Slot 2,Slot 31,Slot 39
20,Slot 22,Slot 33,Slot 43
21,Slot 12,Slot 53,Slot 54
22,Slot 5,Slot 15,Slot 63
23,Slot 41,Slot 49,Slot 56
24,Slot 32,Slot 60,
25,Slot 11,Slot 16,Slot 36
26,Slot 24,Slot 50,Slot 65
27,Slot 64,Slot 67,
28,Slot 22,Slot 66,
29,Slot 25,Slot 59,
30,Slot 14,Slot 45,Slot 46
31,Slot 14,Slot 45,
32,Slot 5,Slot 9,Slot 50
33,Slot 1,Slot 16,
34,Slot 17,Slot 20,
35,Slot 17,Slot 32,
36,Slot 7,Slot 53,Slot 65
37,Slot 4,Slot 10,Slot 18
38,Slot 18,Slot 55,
39,Slot 6,Slot 21,
40,Slot 41,Slot 44,Slot 61
41,Slot 25,Slot 38,Slot 40
42,Slot 8,Slot 27,
43,Slot 26,Slot 48,Slot 62
44,Slot 26,Slot 27,
45,Slot 23,Slot 37,Slot 51
46,Slot 19,Slot 23,Slot 54
47,Slot 12,Slot 35,Slot 62
48,Slot 47,Slot 48,Slot 64
49,Slot 11,Slot 36,Slot 58
50,Slot 2,Slot 34,Slot 46
