student,slot 1,slot 2,slot 3
1,Slot 1,Slot 27,
2,Slot 4,Slot 38,Slot 39
3,Slot 32,Slot 33,Slot 65
4,Slot 7,Slot 10,
5,Slot 22,Slot 26,Slot 48
6,Slot 23,Slot 35,Slot 40
7,Slot 28,Slot 29,Slot 47
8,Slot 24,Slot 25,Slot 50
9,Slot 27,Slot 35,Slot 57
10,Slot 26,Slot 52,
11,Slot 6,Slot 14,Slot 56
12,Slot 24,Slot 30,Slot 67
13,Slot 51,Slot 55,Slot 59
14,Slot 29,Slot 53,Slot 58
15,Slot 31,Slot 37,
16,Slot 3,Slot 44,Slot 50
17,Slot 23,Slot 30,Slot 41
18,Slot 3,Slot 38,Slot 40
19,Slot 37,Slot 39,Slot 63
20,Slot 4,Slot 16,Slot 43
21,Slot 56,Slot 65,
22,Slot 41,Slot 57,Slot 66
23,Slot 47,Slot 49,
24,Slot 9,Slot 25,Slot 45
25,Slot 1,Slot 12,Slot 58
26,Slot 5,Slot 22,Slot 36
27,Slot 14,Slot 15,
28,Slot 9,Slot 13,Slot 17
29,Slot 18,Slot 64,
30,Slot 15,Slot 18,
31,Slot 7,Slot 34,
32,Slot 8,Slot 32,Slot 42
33,Slot 2,Slot 5,
34,Slot 28,Slot 63,
35,Slot 8,Slot 21,Slot 31
36,Slot 6,Slot 61,Slot 62
37,Slot 12,Slot 13,
38,Slot 46,Slot 51,
39,Slot 2,Slot 54,
40,Slot 16,Slot 44,Slot 60
41,Slot 11,Slot 42,Slot 53
42,Slot 60,Slot 62,Slot 64
43,Slot 17,Slot 19,Slot 61
44,Slot 20,Slot 36,Slot 48
45,Slot 21,Slot 49,Slot 54
46,Slot 11,Slot 19,Slot 67
47,Slot 20,Slot 59,Slot 66
48,Slot 46,Slot 52,
49,Slot 10,Slot 33,Slot 55
50,Slot 34,Slot 43,Slot 45
