student,slot 1,slot 2,slot 3
1,Slot 1,Slot 39,
2,Slot 22,Slot 52,Slot 61
3,Slot 14,Slot 31,Slot 53
4,Slot 5,Slot 13,Slot 15
5,Slot 10,Slot 41,Slot 48
6,Slot 16,Slot 40,Slot 60
7,Slot 2,Slot 17,Slot 36
8,Slot 24,Slot 32,Slot 65
9,Slot 3,Slot 62,Slot 64
10,Slot 26,Slot 57,Slot 66
11,Slot 58,Slot 59,
12,Slot 18,Slot 55,
13,Slot 7,Slot 60,
14,Slot 4,Slot 9,Slot 54
15,Slot 24,Slot 29,
16,Slot 37,Slot 46,Slot 54
17,Slot 25,Slot 32,Slot 35
18,Slot 22,Slot 31,Slot 43
19,Slot 7,Slot 29,
20,Slot 27,Slot 42,Slot 66
21,Slot 27,Slot 62,Slot 67
22,Slot 15,Slot 44,Slot 63
23,Slot 6,Slot 46,Slot 58
24,Slot 6,Slot 34,Slot 61
25,Slot 13,Slot 16,Slot 33
26,Slot 5,Slot 28,Slot 45
27,Slot 18,Slot 20,
28,Slot 23,Slot 30,Slot 33
29,Slot 3,Slot 12,
30,Slot 12,Slot 21,Slot 48
31,Slot 36,Slot 39,
32,Slot 38,Slot 42,Slot 47
33,Slot 21,Slot 50,
34,Slot 26,Slot 64,
35,Slot 28,Slot 34,
36,Slot 41,Slot 59,Slot 67
37,Slot 10,Slot 30,
38,Slot 49,Slot 65,
39,Slot 11,Slot 51,
40,Slot 44,Slot 53,Slot 55
41,Slot 4,Slot 8,Slot 37
42,Slot 19,Slot 56,Slot 57
43,Slot 17,Slot 45,Slot 52
44,Slot 2,Slot 20,Slot 50
45,Slot 19,Slot 35,Slot 56
46,Slot 14,Slot 40,
47,Slot 23,Slot 25,Slot 63
48,Slot 47,Slot 49,Slot 51
49,Slot 1,Slot 8,Slot 11
50,Slot 9,Slot 38,Slot 43
