student,slot 1,slot 2,slot 3
1,Slot 10,Slot 32,
2,Slot 33,Slot 42,Slot 43
3,Slot 21,Slot 45,Slot 62
4,Slot 22,Slot 53,
5,Slot 26,Slot 28,Slot 53
6,Slot 30,Slot 34,Slot 41
7,Slot 3,Slot 31,Slot 47
8,Slot 5,Slot 29,Slot 31
9,Slot 32,Slot 34,Slot 64
10,Slot 25,Slot 38,Slot 54
11,Slot 61,Slot 62,Slot 66
12,Slot 15,Slot 57,Slot 59
13,Slot 13,Slot 56,Slot 61
14,Slot 6,Slot 14,Slot 55
15,Slot 37,Slot 38,
16,Slot 9,Slot 48,Slot 51
17,Slot 26,Slot 50,
18,Slot 37,Slot 39,Slot 40
19,Slot 4,Slot 7,Slot 33
20,Slot 2,Slot 41,Slot 42
21,Slot 17,Slot 67,
22,Slot 16,Slot 46,Slot 63
23,Slot 45,Slot 49,
24,Slot 3,Slot 12,
25,Slot 18,Slot 19,Slot 60
26,Slot 25,Slot 36,Slot 56
27,Slot 18,Slot 51,
28,Slot 2,Slot 17,
29,Slot 9,Slot 24,
30,Slot 5,Slot 20,Slot 24
31,Slot 21,Slot 29,
32,Slot 36,Slot 39,Slot 63
33,Slot 1,Slot 11,
34,Slot 8,Slot 14,Slot 65
35,Slot 15,Slot 20,
36,Slot 6,Slot 44,Slot 59
37,Slot 11,Slot 12,Slot 64
38,Slot 16,Slot 49,
39,Slot 19,Slot 52,
40,Slot 35,Slot 43,Slot 60
41,Slot 10,Slot 44,Slot 55
42,Slot 8,Slot 66,Slot 67
43,Slot 23,Slot 27,Slot 58
44,Slot 4,Slot 27,Slot 54
45,Slot 23,Slot 48,Slot 58
46,Slot 7,Slot 13,Slot 28
47,Slot 22,Slot 65,
48,Slot 46,Slot 50,Slot 52
49,Slot 1,Slot 35,Slot 57
50,Slot 30,Slot 40,Slot 47
