student,slot 1,slot 2,slot 3
1,Slot 55,Slot 56,Slot 64
2,Slot 60,Slot 62,Slot 66
3,Slot 37,Slot 38,
4,Slot 28,Slot 30,
5,Slot 12,Slot 13,
6,Slot 11,Slot 13,
7,Slot 12,Slot 20,
8,Slot 14,Slot 15,
9,Slot 18,Slot 19,
10,Slot 8,Slot 50,Slot 52
11,Slot 43,Slot 53,
12,Slot 43,Slot 44,Slot 57
13,Slot 6,Slot 7,Slot 44
14,Slot 9,Slot 47,Slot 67
15,Slot 40,Slot 54,
16,Slot 40,Slot 51,
17,Slot 48,Slot 63,
18,Slot 39,Slot 49,
19,Slot 5,Slot 39,Slot 61
20,Slot 36,Slot 37,
21,Slot 36,Slot 58,
22,Slot 59,Slot 65,
23,Slot 34,Slot 45,
24,Slot 45,Slot 46,
25,Slot 30,Slot 41,
26,Slot 22,Slot 42,
27,Slot 4,Slot 42,
28,Slot 4,Slot 38,
29,Slot 15,Slot 41,
30,Slot 33,Slot 35,
31,Slot 20,Slot 26,
32,Slot 10,Slot 23,
33,Slot 10,Slot 16,
34,Slot 18,Slot 24,
35,Slot 17,Slot 32,
36,Slot 19,Slot 23,
37,Slot 3,Slot 31,
38,Slot 25,Slot 35,
39,Slot 2,Slot 27,
40,Slot 27,Slot 32,
41,Slot 28,Slot 29,
42,Slot 2,Slot 29,
43,Slot 16,Slot 17,
44,Slot 31,Slot 34,
45,Slot 3,Slot 33,
46,Slot 21,Slot 24,
47,Slot 1,Slot 11,
48,Slot 25,Slot 26,
49,Slot 1,Slot 21,
50,Slot 14,Slot 22,
