student,slot 1,slot 2,slot 3
1,Slot 5,Slot 49,Slot 59
2,Slot 36,Slot 46,
3,Slot 18,Slot 39,
4,Slot 16,Slot 35,
5,Slot 13,Slot 14,
6,Slot 24,Slot 27,
7,Slot 1,Slot 12,
8,Slot 17,Slot 23,
9,Slot 20,Slot 32,
10,Slot 53,Slot 54,Slot 56
11,Slot 57,Slot 58,
12,Slot 42,Slot 61,
13,Slot 41,Slot 42,
14,Slot 52,Slot 62,
15,Slot 4,Slot 40,
16,Slot 4,Slot 64,
17,Slot 65,Slot 66,
18,Slot 38,Slot 47,
19,Slot 36,Slot 44,
20,Slot 34,Slot 67,
21,Slot 45,Slot 51,
22,Slot 55,Slot 60,
23,Slot 6,Slot 32,
24,Slot 25,Slot 50,
25,Slot 9,Slot 48,
26,Slot 28,Slot 37,
27,Slot 8,Slot 33,Slot 63
28,Slot 20,Slot 43,
29,Slot 7,Slot 19,
30,Slot 39,Slot 40,
31,Slot 26,Slot 30,
32,Slot 1,Slot 15,
33,Slot 21,Slot 23,
34,Slot 10,Slot 11,
35,Slot 19,Slot 21,
36,Slot 3,Slot 31,
37,Slot 30,Slot 31,
38,Slot 3,Slot 17,
39,Slot 12,Slot 13,
40,Slot 18,Slot 26,
41,Slot 10,Slot 22,
42,Slot 11,Slot 14,
43,Slot 16,Slot 35,
44,Slot 2,Slot 15,
45,Slot 34,Slot 37,
46,Slot 2,Slot 22,
47,Slot 27,Slot 29,
48,Slot 29,Slot 33,
49,Slot 28,Slot 38,
50,Slot 24,Slot 25,
