student,slot 1,slot 2,slot 3
1,Slot 5,Slot 59,Slot 64
2,Slot 4,Slot 9,
3,Slot 1,Slot 10,
4,Slot 15,Slot 22,
5,Slot 20,Slot 23,
6,Slot 24,Slot 27,
7,Slot 14,Slot 15,
8,Slot 17,Slot 33,
9,Slot 2,Slot 21,
10,Slot 57,Slot 61,Slot 62
11,Slot 48,Slot 52,
12,Slot 46,Slot 47,Slot 56
13,Slot 47,Slot 63,Slot 65
14,Slot 44,Slot 60,Slot 66
15,Slot 44,Slot 49,Slot 51
16,Slot 43,Slot 67,
17,Slot 45,Slot 58,
18,Slot 41,Slot 42,
19,Slot 54,Slot 55,
20,Slot 7,Slot 8,
21,Slot 4,Slot 39,
22,Slot 37,Slot 50,
23,Slot 6,Slot 37,
24,Slot 35,Slot 53,
25,Slot 39,Slot 41,
26,Slot 40,Slot 42,
27,Slot 35,Slot 38,
28,Slot 38,Slot 40,
29,Slot 30,Slot 32,
30,Slot 3,Slot 36,
31,Slot 25,Slot 36,
32,Slot 16,Slot 17,
33,Slot 12,Slot 16,
34,Slot 32,Slot 33,
35,Slot 3,Slot 29,
36,Slot 25,Slot 34,
37,Slot 28,Slot 30,
38,Slot 11,Slot 13,
39,Slot 26,Slot 31,
40,Slot 24,Slot 34,
41,Slot 1,Slot 11,
42,Slot 23,Slot 26,
43,Slot 22,Slot 27,
44,Slot 12,Slot 18,
45,Slot 2,Slot 19,
46,Slot 13,Slot 14,
47,Slot 29,Slot 31,
48,Slot 20,Slot 28,
49,Slot 10,Slot 18,
50,Slot 19,Slot 21,
