student,slot 1,slot 2,slot 3
1,Slot 55,Slot 58,Slot 59
2,Slot 42,Slot 43,
3,Slot 2,Slot 25,
4,Slot 13,Slot 17,
5,Slot 2,Slot 11,
6,Slot 15,Slot 16,
7,Slot 15,Slot 17,
8,Slot 21,Slot 26,
9,Slot 20,Slot 23,
10,Slot 49,Slot 57,Slot 65
11,Slot 54,Slot 56,Slot 67
12,Slot 63,Slot 64,Slot 66
13,Slot 46,Slot 52,Slot 60
14,Slot 7,Slot 48,Slot 62
15,Slot 9,Slot 46,Slot 47
16,Slot 8,Slot 44,Slot 45
17,Slot 50,Slot 51,
18,Slot 44,Slot 61,
19,Slot 5,Slot 6,
20,Slot 45,Slot 53,
21,Slot 41,Slot 43,
22,Slot 40,Slot 41,
23,Slot 4,Slot 40,
24,Slot 4,Slot 42,
25,Slot 38,Slot 39,
26,Slot 38,Slot 39,
27,Slot 36,Slot 37,
28,Slot 36,Slot 37,
29,Slot 31,Slot 35,
30,Slot 29,Slot 30,
31,Slot 3,Slot 30,
32,Slot 10,Slot 14,
33,Slot 24,Slot 25,
34,Slot 22,Slot 23,
35,Slot 18,Slot 19,
36,Slot 26,Slot 29,
37,Slot 33,Slot 34,
38,Slot 28,Slot 32,
39,Slot 13,Slot 35,
40,Slot 3,Slot 24,
41,Slot 19,Slot 20,
42,Slot 1,Slot 14,
43,Slot 28,Slot 33,
44,Slot 21,Slot 27,
45,Slot 27,Slot 34,
46,Slot 12,Slot 22,
47,Slot 10,Slot 11,
48,Slot 12,Slot 18,
49,Slot 1,Slot 16,
50,Slot 31,Slot 32,
